billId,assessmentId,propertyId,countyId,taxYear,amountDue,dueDate,paidDate,status
TAX-000287,ASM-000287,PROP-00096,CTY-003,2025,3705,2025-11-01,2025-10-29,paid
TAX-000288,ASM-000288,PROP-00096,CTY-003,2026,3836,2026-11-01,,outstanding
TAX-000289,ASM-000289,PROP-00097,CTY-003,2024,4356,2024-11-01,2024-10-19,paid
TAX-000290,ASM-000290,PROP-00097,CTY-003,2025,4495,2025-11-01,2025-10-18,paid
TAX-000291,ASM-000291,PROP-00097,CTY-003,2026,4717,2026-11-01,,outstanding
TAX-000292,ASM-000292,PROP-00098,CTY-003,2024,3344,2024-11-01,2024-09-25,paid
TAX-000293,ASM-000293,PROP-00098,CTY-003,2025,3492,2025-11-01,2025-09-22,paid
TAX-000294,ASM-000294,PROP-00098,CTY-003,2026,3710,2026-11-01,,outstanding
TAX-000295,ASM-000295,PROP-00099,CTY-003,2024,4310,2024-11-01,2024-09-27,paid
TAX-000296,ASM-000296,PROP-00099,CTY-003,2025,4477,2025-11-01,2025-10-26,paid
TAX-000297,ASM-000297,PROP-00099,CTY-003,2026,4653,2026-11-01,,outstanding
TAX-000298,ASM-000298,PROP-00100,CTY-003,2024,3849,2024-11-01,2024-10-04,paid
TAX-000299,ASM-000299,PROP-00100,CTY-003,2025,4047,2025-11-01,2025-10-27,paid
TAX-000300,ASM-000300,PROP-00100,CTY-003,2026,4320,2026-11-01,,outstanding
TAX-000301,ASM-000301,PROP-00101,CTY-003,2024,3446,2024-11-01,2024-09-26,paid
TAX-000302,ASM-000302,PROP-00101,CTY-003,2025,3577,2025-11-01,2025-10-24,paid
TAX-000303,ASM-000303,PROP-00101,CTY-003,2026,3757,2026-11-01,,outstanding
TAX-000304,ASM-000304,PROP-00102,CTY-003,2024,4224,2024-11-01,2024-10-01,paid
TAX-000305,ASM-000305,PROP-00102,CTY-003,2025,4374,2025-11-01,2025-10-14,paid
TAX-000306,ASM-000306,PROP-00102,CTY-003,2026,4656,2026-11-01,,outstanding
TAX-000307,ASM-000307,PROP-00103,CTY-003,2024,3321,2024-11-01,2024-10-13,paid
TAX-000308,ASM-000308,PROP-00103,CTY-003,2025,3519,2025-11-01,2025-11-01,paid
TAX-000309,ASM-000309,PROP-00103,CTY-003,2026,3626,2026-11-01,,outstanding
TAX-000310,ASM-000310,PROP-00104,CTY-003,2024,4548,2024-11-01,2024-10-11,paid
TAX-000311,ASM-000311,PROP-00104,CTY-003,2025,4690,2025-11-01,2025-10-06,paid
TAX-000312,ASM-000312,PROP-00104,CTY-003,2026,4999,2026-11-01,,outstanding
TAX-000313,ASM-000313,PROP-00105,CTY-003,2024,3727,2024-11-01,2024-10-10,paid
TAX-000314,ASM-000314,PROP-00105,CTY-003,2025,3886,2025-11-01,2025-10-30,paid
TAX-000315,ASM-000315,PROP-00105,CTY-003,2026,4029,2026-11-01,,outstanding
TAX-000316,ASM-000316,PROP-00106,CTY-003,2024,3464,2024-11-01,2024-10-15,paid
TAX-000317,ASM-000317,PROP-00106,CTY-003,2025,3681,2025-11-01,2025-10-21,paid
TAX-000318,ASM-000318,PROP-00106,CTY-003,2026,3877,2026-11-01,,outstanding
TAX-000319,ASM-000319,PROP-00107,CTY-003,2024,3352,2024-11-01,2024-10-11,paid
TAX-000320,ASM-000320,PROP-00107,CTY-003,2025,3480,2025-11-01,2025-09-24,paid
TAX-000321,ASM-000321,PROP-00107,CTY-003,2026,3691,2026-11-01,,outstanding
TAX-000322,ASM-000322,PROP-00108,CTY-003,2024,3624,2024-11-01,2024-10-20,paid
TAX-000323,ASM-000323,PROP-00108,CTY-003,2025,3726,2025-11-01,2025-10-07,paid
TAX-000324,ASM-000324,PROP-00108,CTY-003,2026,3943,2026-11-01,,outstanding
TAX-000325,ASM-000325,PROP-00109,CTY-003,2024,3774,2024-11-01,2024-10-06,paid
TAX-000326,ASM-000326,PROP-00109,CTY-003,2025,4035,2025-11-01,2025-10-15,paid
TAX-000327,ASM-000327,PROP-00109,CTY-003,2026,4307,2026-11-01,,outstanding
TAX-000328,ASM-000328,PROP-00110,CTY-003,2024,4031,2024-11-01,2024-10-24,paid
TAX-000329,ASM-000329,PROP-00110,CTY-003,2025,4277,2025-11-01,2025-10-09,paid
TAX-000330,ASM-000330,PROP-00110,CTY-003,2026,4412,2026-11-01,,outstanding
TAX-000331,ASM-000331,PROP-00111,CTY-003,2024,3464,2024-11-01,2024-10-03,paid
TAX-000332,ASM-000332,PROP-00111,CTY-003,2025,3677,2025-11-01,2025-09-30,paid
TAX-000333,ASM-000333,PROP-00111,CTY-003,2026,3911,2026-11-01,,outstanding
TAX-000334,ASM-000334,PROP-00112,CTY-003,2024,4515,2024-11-01,2024-09-30,paid
TAX-000335,ASM-000335,PROP-00112,CTY-003,2025,4824,2025-11-01,2025-10-21,paid
TAX-000336,ASM-000336,PROP-00112,CTY-003,2026,5034,2026-11-01,,outstanding
TAX-000337,ASM-000337,PROP-00113,CTY-003,2024,3396,2024-11-01,2024-10-31,paid
TAX-000338,ASM-000338,PROP-00113,CTY-003,2025,3551,2025-11-01,2025-09-26,paid
TAX-000339,ASM-000339,PROP-00113,CTY-003,2026,3760,2026-11-01,,outstanding
TAX-000340,ASM-000340,PROP-00114,CTY-003,2024,4384,2024-11-01,2024-10-13,paid
TAX-000341,ASM-000341,PROP-00114,CTY-003,2025,4652,2025-11-01,2025-10-16,paid
TAX-000342,ASM-000342,PROP-00114,CTY-003,2026,4890,2026-11-01,,outstanding
TAX-000343,ASM-000343,PROP-00115,CTY-003,2024,4397,2024-11-01,2024-10-06,paid
TAX-000344,ASM-000344,PROP-00115,CTY-003,2025,4583,2025-11-01,2025-10-04,paid
TAX-000345,ASM-000345,PROP-00115,CTY-003,2026,4900,2026-11-01,,outstanding
TAX-000346,ASM-000346,PROP-00116,CTY-003,2024,4563,2024-11-01,2024-10-17,paid
TAX-000347,ASM-000347,PROP-00116,CTY-003,2025,4788,2025-11-01,2025-10-04,paid
TAX-000348,ASM-000348,PROP-00116,CTY-003,2026,5015,2026-11-01,,outstanding
TAX-000349,ASM-000349,PROP-00117,CTY-003,2024,4073,2024-11-01,2024-10-17,paid
TAX-000350,ASM-000350,PROP-00117,CTY-003,2025,4209,2025-11-01,2025-10-09,paid
TAX-000351,ASM-000351,PROP-00117,CTY-003,2026,4410,2026-11-01,,outstanding
TAX-000352,ASM-000352,PROP-00118,CTY-003,2024,3765,2024-11-01,2024-10-15,paid
TAX-000353,ASM-000353,PROP-00118,CTY-003,2025,3885,2025-11-01,2025-10-29,paid
TAX-000354,ASM-000354,PROP-00118,CTY-003,2026,4019,2026-11-01,,outstanding
TAX-000355,ASM-000355,PROP-00119,CTY-003,2024,3657,2024-11-01,2024-09-23,paid
TAX-000356,ASM-000356,PROP-00119,CTY-003,2025,3883,2025-11-01,2025-10-06,paid
TAX-000357,ASM-000357,PROP-00119,CTY-003,2026,4151,2026-11-01,,outstanding
TAX-000358,ASM-000358,PROP-00120,CTY-003,2024,4434,2024-11-01,2024-10-08,paid
TAX-000359,ASM-000359,PROP-00120,CTY-003,2025,4727,2025-11-01,2025-10-05,paid
TAX-000360,ASM-000360,PROP-00120,CTY-003,2026,4898,2026-11-01,,outstanding
TAX-000361,ASM-000361,PROP-00121,CTY-003,2024,4272,2024-11-01,2024-11-01,paid
TAX-000362,ASM-000362,PROP-00121,CTY-003,2025,4465,2025-11-01,2025-10-10,paid
TAX-000363,ASM-000363,PROP-00121,CTY-003,2026,4727,2026-11-01,,outstanding
TAX-000364,ASM-000364,PROP-00122,CTY-003,2024,3638,2024-11-01,2024-09-29,paid
TAX-000365,ASM-000365,PROP-00122,CTY-003,2025,3874,2025-11-01,2025-10-22,paid
TAX-000366,ASM-000366,PROP-00122,CTY-003,2026,4103,2026-11-01,,outstanding
TAX-000367,ASM-000367,PROP-00123,CTY-003,2024,3723,2024-11-01,2024-10-29,paid
TAX-000368,ASM-000368,PROP-00123,CTY-003,2025,3911,2025-11-01,2025-10-10,paid
TAX-000369,ASM-000369,PROP-00123,CTY-003,2026,4154,2026-11-01,,outstanding
TAX-000370,ASM-000370,PROP-00124,CTY-003,2024,4027,2024-11-01,2024-10-19,paid
TAX-000371,ASM-000371,PROP-00124,CTY-003,2025,4225,2025-11-01,2025-09-30,paid
TAX-000372,ASM-000372,PROP-00124,CTY-003,2026,4413,2026-11-01,,outstanding
TAX-000373,ASM-000373,PROP-00125,CTY-003,2024,3923,2024-11-01,2024-10-25,paid
TAX-000374,ASM-000374,PROP-00125,CTY-003,2025,4196,2025-11-01,2025-11-01,paid
TAX-000375,ASM-000375,PROP-00125,CTY-003,2026,4422,2026-11-01,,outstanding
TAX-000376,ASM-000376,PROP-00126,CTY-003,2024,4053,2024-11-01,2024-10-11,paid
TAX-000377,ASM-000377,PROP-00126,CTY-003,2025,4267,2025-11-01,2025-09-23,paid
TAX-000378,ASM-000378,PROP-00126,CTY-003,2026,4418,2026-11-01,,outstanding
TAX-000379,ASM-000379,PROP-00127,CTY-003,2024,3706,2024-11-01,2024-10-02,paid
TAX-000380,ASM-000380,PROP-00127,CTY-003,2025,3958,2025-11-01,2025-10-12,paid
TAX-000381,ASM-000381,PROP-00127,CTY-003,2026,4086,2026-11-01,,outstanding
TAX-000382,ASM-000382,PROP-00128,CTY-003,2024,3802,2024-11-01,2024-09-28,paid
TAX-000383,ASM-000383,PROP-00128,CTY-003,2025,4004,2025-11-01,2025-10-28,paid
TAX-000384,ASM-000384,PROP-00128,CTY-003,2026,4190,2026-11-01,,outstanding
TAX-000385,ASM-000385,PROP-00129,CTY-003,2024,4481,2024-11-01,2024-10-18,paid
TAX-000386,ASM-000386,PROP-00129,CTY-003,2025,4619,2025-11-01,2025-10-31,paid
TAX-000387,ASM-000387,PROP-00129,CTY-003,2026,4763,2026-11-01,,outstanding
TAX-000388,ASM-000388,PROP-00130,CTY-003,2024,3262,2024-11-01,2024-09-26,paid
TAX-000389,ASM-000389,PROP-00130,CTY-003,2025,3491,2025-11-01,2025-10-31,paid
TAX-000390,ASM-000390,PROP-00130,CTY-003,2026,3667,2026-11-01,,outstanding
TAX-000391,ASM-000391,PROP-00131,CTY-003,2024,4160,2024-11-01,2024-10-03,paid
TAX-000392,ASM-000392,PROP-00131,CTY-003,2025,4420,2025-11-01,2025-10-07,paid
TAX-000393,ASM-000393,PROP-00131,CTY-003,2026,4548,2026-11-01,,outstanding
TAX-000394,ASM-000394,PROP-00132,CTY-003,2024,3863,2024-11-01,2024-10-28,paid
TAX-000395,ASM-000395,PROP-00132,CTY-003,2025,4127,2025-11-01,2025-10-01,paid
TAX-000396,ASM-000396,PROP-00132,CTY-003,2026,4399,2026-11-01,,outstanding
TAX-000397,ASM-000397,PROP-00133,CTY-003,2024,3574,2024-11-01,2024-10-08,paid
TAX-000398,ASM-000398,PROP-00133,CTY-003,2025,3719,2025-11-01,2025-10-17,paid
TAX-000399,ASM-000399,PROP-00133,CTY-003,2026,3955,2026-11-01,,outstanding
TAX-000400,ASM-000400,PROP-00134,CTY-001,2024,4024,2024-11-01,2024-10-05,paid
TAX-000401,ASM-000401,PROP-00134,CTY-001,2025,4352,2025-11-01,2025-10-09,paid
TAX-000402,ASM-000402,PROP-00134,CTY-001,2026,4651,2026-11-01,,outstanding
TAX-000403,ASM-000403,PROP-00135,CTY-001,2024,5818,2024-11-01,2024-10-14,paid
TAX-000404,ASM-000404,PROP-00135,CTY-001,2025,6214,2025-11-01,2025-09-22,paid
TAX-000405,ASM-000405,PROP-00135,CTY-001,2026,6499,2026-11-01,,outstanding
TAX-000406,ASM-000406,PROP-00136,CTY-001,2024,5502,2024-11-01,2024-10-05,paid
TAX-000407,ASM-000407,PROP-00136,CTY-001,2025,5782,2025-11-01,2025-10-03,paid
TAX-000408,ASM-000408,PROP-00136,CTY-001,2026,6140,2026-11-01,,outstanding
TAX-000409,ASM-000409,PROP-00137,CTY-001,2024,4268,2024-11-01,2024-09-22,paid
TAX-000410,ASM-000410,PROP-00137,CTY-001,2025,4568,2025-11-01,2025-10-04,paid
TAX-000411,ASM-000411,PROP-00137,CTY-001,2026,4938,2026-11-01,,outstanding
TAX-000412,ASM-000412,PROP-00138,CTY-001,2024,5878,2024-11-01,2024-10-01,paid
TAX-000413,ASM-000413,PROP-00138,CTY-001,2025,6223,2025-11-01,2025-11-01,paid
TAX-000414,ASM-000414,PROP-00138,CTY-001,2026,6656,2026-11-01,,outstanding
TAX-000415,ASM-000415,PROP-00139,CTY-001,2024,4397,2024-11-01,2024-10-12,paid
TAX-000416,ASM-000416,PROP-00139,CTY-001,2025,4569,2025-11-01,2025-09-24,paid
TAX-000417,ASM-000417,PROP-00139,CTY-001,2026,4862,2026-11-01,,outstanding
TAX-000418,ASM-000418,PROP-00140,CTY-001,2024,4151,2024-11-01,2024-10-18,paid
TAX-000419,ASM-000419,PROP-00140,CTY-001,2025,4468,2025-11-01,2025-10-28,paid
TAX-000420,ASM-000420,PROP-00140,CTY-001,2026,4837,2026-11-01,,outstanding
TAX-000421,ASM-000421,PROP-00141,CTY-001,2024,5634,2024-11-01,2024-10-23,paid
TAX-000422,ASM-000422,PROP-00141,CTY-001,2025,6022,2025-11-01,2025-10-01,paid
TAX-000423,ASM-000423,PROP-00141,CTY-001,2026,6329,2026-11-01,,outstanding
TAX-000424,ASM-000424,PROP-00142,CTY-001,2024,4915,2024-11-01,2024-09-23,paid
TAX-000425,ASM-000425,PROP-00142,CTY-001,2025,5176,2025-11-01,2025-10-02,paid
TAX-000426,ASM-000426,PROP-00142,CTY-001,2026,5354,2026-11-01,,outstanding
TAX-000427,ASM-000427,PROP-00143,CTY-001,2024,4240,2024-11-01,2024-09-28,paid
TAX-000428,ASM-000428,PROP-00143,CTY-001,2025,4448,2025-11-01,2025-10-03,paid
TAX-000429,ASM-000429,PROP-00143,CTY-001,2026,4758,2026-11-01,,outstanding
TAX-000430,ASM-000430,PROP-00144,CTY-001,2024,5285,2024-11-01,2024-10-30,paid
TAX-000431,ASM-000431,PROP-00144,CTY-001,2025,5576,2025-11-01,2025-09-23,paid
TAX-000432,ASM-000432,PROP-00144,CTY-001,2026,5810,2026-11-01,,outstanding
TAX-000433,ASM-000433,PROP-00145,CTY-001,2024,5236,2024-11-01,2024-10-29,paid
TAX-000434,ASM-000434,PROP-00145,CTY-001,2025,5544,2025-11-01,2025-10-20,paid
TAX-000435,ASM-000435,PROP-00145,CTY-001,2026,5782,2026-11-01,,outstanding
TAX-000436,ASM-000436,PROP-00146,CTY-001,2024,5149,2024-11-01,2024-10-19,paid
TAX-000437,ASM-000437,PROP-00146,CTY-001,2025,5380,2025-11-01,2025-10-02,paid
TAX-000438,ASM-000438,PROP-00146,CTY-001,2026,5747,2026-11-01,,outstanding
TAX-000439,ASM-000439,PROP-00147,CTY-001,2024,3913,2024-11-01,2024-10-24,paid
TAX-000440,ASM-000440,PROP-00147,CTY-001,2025,4075,2025-11-01,2025-10-14,paid
TAX-000441,ASM-000441,PROP-00147,CTY-001,2026,4320,2026-11-01,,outstanding
TAX-000442,ASM-000442,PROP-00148,CTY-001,2024,4955,2024-11-01,2024-10-22,paid
TAX-000443,ASM-000443,PROP-00148,CTY-001,2025,5327,2025-11-01,2025-10-06,paid
TAX-000444,ASM-000444,PROP-00148,CTY-001,2026,5629,2026-11-01,,outstanding
TAX-000445,ASM-000445,PROP-00149,CTY-001,2024,4074,2024-11-01,2024-10-23,paid
TAX-000446,ASM-000446,PROP-00149,CTY-001,2025,4281,2025-11-01,2025-10-19,paid
TAX-000447,ASM-000447,PROP-00149,CTY-001,2026,4481,2026-11-01,,outstanding
TAX-000448,ASM-000448,PROP-00150,CTY-001,2024,4460,2024-11-01,2024-10-23,paid
TAX-000449,ASM-000449,PROP-00150,CTY-001,2025,4738,2025-11-01,2025-10-09,paid
TAX-000450,ASM-000450,PROP-00150,CTY-001,2026,5077,2026-11-01,,outstanding
TAX-000451,ASM-000451,PROP-00151,CTY-001,2024,4137,2024-11-01,2024-10-25,paid
TAX-000452,ASM-000452,PROP-00151,CTY-001,2025,4403,2025-11-01,2025-10-22,paid
TAX-000453,ASM-000453,PROP-00151,CTY-001,2026,4597,2026-11-01,,outstanding
TAX-000454,ASM-000454,PROP-00152,CTY-001,2024,5610,2024-11-01,2024-09-25,paid
TAX-000455,ASM-000455,PROP-00152,CTY-001,2025,5967,2025-11-01,2025-10-14,paid
TAX-000456,ASM-000456,PROP-00152,CTY-001,2026,6183,2026-11-01,,outstanding
TAX-000457,ASM-000457,PROP-00153,CTY-001,2024,5050,2024-11-01,2024-10-06,paid
TAX-000458,ASM-000458,PROP-00153,CTY-001,2025,5413,2025-11-01,2025-10-21,paid
TAX-000459,ASM-000459,PROP-00153,CTY-001,2026,5602,2026-11-01,,outstanding
TAX-000460,ASM-000460,PROP-00154,CTY-001,2024,5691,2024-11-01,2024-10-03,paid
TAX-000461,ASM-000461,PROP-00154,CTY-001,2025,6030,2025-11-01,2025-10-22,paid
TAX-000462,ASM-000462,PROP-00154,CTY-001,2026,6307,2026-11-01,,outstanding
TAX-000463,ASM-000463,PROP-00155,CTY-001,2024,5376,2024-11-01,2024-09-26,paid
TAX-000464,ASM-000464,PROP-00155,CTY-001,2025,5746,2025-11-01,2025-10-14,paid
TAX-000465,ASM-000465,PROP-00155,CTY-001,2026,5973,2026-11-01,,outstanding
TAX-000466,ASM-000466,PROP-00156,CTY-001,2024,4664,2024-11-01,2024-10-27,paid
TAX-000467,ASM-000467,PROP-00156,CTY-001,2025,4832,2025-11-01,2025-09-23,paid
TAX-000468,ASM-000468,PROP-00156,CTY-001,2026,5172,2026-11-01,,outstanding
TAX-000469,ASM-000469,PROP-00157,CTY-001,2024,5008,2024-11-01,2024-10-29,paid
TAX-000470,ASM-000470,PROP-00157,CTY-001,2025,5176,2025-11-01,2025-10-15,paid
TAX-000471,ASM-000471,PROP-00157,CTY-001,2026,5565,2026-11-01,,outstanding
TAX-000472,ASM-000472,PROP-00158,CTY-001,2024,4577,2024-11-01,2024-10-22,paid
TAX-000473,ASM-000473,PROP-00158,CTY-001,2025,4884,2025-11-01,2025-10-08,paid
TAX-000474,ASM-000474,PROP-00158,CTY-001,2026,5056,2026-11-01,,outstanding
TAX-000475,ASM-000475,PROP-00159,CTY-001,2024,5269,2024-11-01,2024-10-01,paid
TAX-000476,ASM-000476,PROP-00159,CTY-001,2025,5520,2025-11-01,2025-09-25,paid
TAX-000477,ASM-000477,PROP-00159,CTY-001,2026,5883,2026-11-01,,outstanding
TAX-000478,ASM-000478,PROP-00160,CTY-001,2024,5281,2024-11-01,2024-09-24,paid
TAX-000479,ASM-000479,PROP-00160,CTY-001,2025,5549,2025-11-01,2025-09-27,paid
TAX-000480,ASM-000480,PROP-00160,CTY-001,2026,5782,2026-11-01,,outstanding
TAX-000481,ASM-000481,PROP-00161,CTY-001,2024,5413,2024-11-01,2024-09-23,paid
TAX-000482,ASM-000482,PROP-00161,CTY-001,2025,5624,2025-11-01,2025-10-28,paid
TAX-000483,ASM-000483,PROP-00161,CTY-001,2026,6070,2026-11-01,,outstanding
TAX-000484,ASM-000484,PROP-00162,CTY-001,2024,4723,2024-11-01,2024-10-15,paid
TAX-000485,ASM-000485,PROP-00162,CTY-001,2025,4930,2025-11-01,2025-10-27,paid
TAX-000486,ASM-000486,PROP-00162,CTY-001,2026,5257,2026-11-01,,outstanding
TAX-000487,ASM-000487,PROP-00163,CTY-001,2024,4631,2024-11-01,2024-09-30,paid
TAX-000488,ASM-000488,PROP-00163,CTY-001,2025,4848,2025-11-01,2025-10-31,paid
TAX-000489,ASM-000489,PROP-00163,CTY-001,2026,5176,2026-11-01,,outstanding
TAX-000490,ASM-000490,PROP-00164,CTY-001,2024,5546,2024-11-01,2024-10-11,paid
TAX-000491,ASM-000491,PROP-00164,CTY-001,2025,5947,2025-11-01,2025-09-29,paid
TAX-000492,ASM-000492,PROP-00164,CTY-001,2026,6264,2026-11-01,,outstanding
TAX-000493,ASM-000493,PROP-00165,CTY-001,2024,4826,2024-11-01,2024-10-22,paid
TAX-000494,ASM-000494,PROP-00165,CTY-001,2025,5181,2025-11-01,2025-09-25,paid
TAX-000495,ASM-000495,PROP-00165,CTY-001,2026,5563,2026-11-01,,outstanding
TAX-000496,ASM-000496,PROP-00166,CTY-001,2024,5144,2024-11-01,2024-10-05,paid
TAX-000497,ASM-000497,PROP-00166,CTY-001,2025,5324,2025-11-01,2025-09-29,paid
TAX-000498,ASM-000498,PROP-00166,CTY-001,2026,5638,2026-11-01,,outstanding
TAX-000499,ASM-000499,PROP-00167,CTY-001,2024,5506,2024-11-01,2024-10-01,paid
TAX-000500,ASM-000500,PROP-00167,CTY-001,2025,5775,2025-11-01,2025-10-01,paid
TAX-000501,ASM-000501,PROP-00167,CTY-001,2026,6197,2026-11-01,,outstanding
TAX-000502,ASM-000502,PROP-00168,CTY-001,2024,5785,2024-11-01,2024-09-26,paid
TAX-000503,ASM-000503,PROP-00168,CTY-001,2025,5983,2025-11-01,2025-10-03,paid
TAX-000504,ASM-000504,PROP-00168,CTY-001,2026,6226,2026-11-01,,outstanding
TAX-000505,ASM-000505,PROP-00169,CTY-001,2024,4225,2024-11-01,2024-09-22,paid
TAX-000506,ASM-000506,PROP-00169,CTY-001,2025,4567,2025-11-01,2025-10-06,paid
TAX-000507,ASM-000507,PROP-00169,CTY-001,2026,4919,2026-11-01,,outstanding
TAX-000508,ASM-000508,PROP-00170,CTY-001,2024,4747,2024-11-01,2024-09-29,paid
TAX-000509,ASM-000509,PROP-00170,CTY-001,2025,4996,2025-11-01,2025-10-06,paid
TAX-000510,ASM-000510,PROP-00170,CTY-001,2026,5382,2026-11-01,,outstanding
TAX-000511,ASM-000511,PROP-00171,CTY-001,2024,4982,2024-11-01,2024-09-28,paid
TAX-000512,ASM-000512,PROP-00171,CTY-001,2025,5272,2025-11-01,2025-10-02,paid
TAX-000513,ASM-000513,PROP-00171,CTY-001,2026,5676,2026-11-01,,outstanding
TAX-000514,ASM-000514,PROP-00172,CTY-001,2024,4315,2024-11-01,2024-09-27,paid
TAX-000515,ASM-000515,PROP-00172,CTY-001,2025,4541,2025-11-01,2025-10-05,paid
TAX-000516,ASM-000516,PROP-00172,CTY-001,2026,4918,2026-11-01,,outstanding
TAX-000517,ASM-000517,PROP-00173,CTY-001,2024,4275,2024-11-01,2024-10-19,paid
TAX-000518,ASM-000518,PROP-00173,CTY-001,2025,4548,2025-11-01,2025-10-19,paid
TAX-000519,ASM-000519,PROP-00173,CTY-001,2026,4729,2026-11-01,,outstanding
TAX-000520,ASM-000520,PROP-00174,CTY-001,2024,5044,2024-11-01,2024-09-28,paid
TAX-000521,ASM-000521,PROP-00174,CTY-001,2025,5313,2025-11-01,2025-10-30,paid
TAX-000522,ASM-000522,PROP-00174,CTY-001,2026,5653,2026-11-01,,outstanding
TAX-000523,ASM-000523,PROP-00175,CTY-001,2024,4544,2024-11-01,2024-10-11,paid
TAX-000524,ASM-000524,PROP-00175,CTY-001,2025,4708,2025-11-01,2025-10-13,paid
TAX-000525,ASM-000525,PROP-00175,CTY-001,2026,4902,2026-11-01,,outstanding
TAX-000526,ASM-000526,PROP-00176,CTY-001,2024,4892,2024-11-01,2024-10-15,paid
TAX-000527,ASM-000527,PROP-00176,CTY-001,2025,5221,2025-11-01,2025-10-20,paid
TAX-000528,ASM-000528,PROP-00176,CTY-001,2026,5548,2026-11-01,,outstanding
TAX-000529,ASM-000529,PROP-00177,CTY-001,2024,5228,2024-11-01,2024-10-12,paid
TAX-000530,ASM-000530,PROP-00177,CTY-001,2025,5440,2025-11-01,2025-10-05,paid
TAX-000531,ASM-000531,PROP-00177,CTY-001,2026,5791,2026-11-01,,outstanding
TAX-000532,ASM-000532,PROP-00178,CTY-001,2024,5653,2024-11-01,2024-10-14,paid
TAX-000533,ASM-000533,PROP-00178,CTY-001,2025,6006,2025-11-01,2025-10-29,paid
TAX-000534,ASM-000534,PROP-00178,CTY-001,2026,6328,2026-11-01,,outstanding
TAX-000535,ASM-000535,PROP-00179,CTY-001,2024,5443,2024-11-01,2024-09-28,paid
TAX-000536,ASM-000536,PROP-00179,CTY-001,2025,5693,2025-11-01,2025-10-19,paid
TAX-000537,ASM-000537,PROP-00179,CTY-001,2026,6150,2026-11-01,,outstanding
TAX-000538,ASM-000538,PROP-00180,CTY-001,2024,5278,2024-11-01,2024-09-26,paid
TAX-000539,ASM-000539,PROP-00180,CTY-001,2025,5506,2025-11-01,2025-09-24,paid
TAX-000540,ASM-000540,PROP-00180,CTY-001,2026,5774,2026-11-01,,outstanding
TAX-000541,ASM-000541,PROP-00181,CTY-001,2024,5357,2024-11-01,2024-10-01,paid
TAX-000542,ASM-000542,PROP-00181,CTY-001,2025,5556,2025-11-01,2025-10-18,paid
TAX-000543,ASM-000543,PROP-00181,CTY-001,2026,5996,2026-11-01,,outstanding
TAX-000544,ASM-000544,PROP-00182,CTY-001,2024,4507,2024-11-01,2024-10-31,paid
TAX-000545,ASM-000545,PROP-00182,CTY-001,2025,4862,2025-11-01,2025-10-20,paid
TAX-000546,ASM-000546,PROP-00182,CTY-001,2026,5100,2026-11-01,,outstanding
TAX-000547,ASM-000547,PROP-00183,CTY-001,2024,5422,2024-11-01,2024-10-24,paid
TAX-000548,ASM-000548,PROP-00183,CTY-001,2025,5626,2025-11-01,2025-11-01,paid
TAX-000549,ASM-000549,PROP-00183,CTY-001,2026,5950,2026-11-01,,outstanding
TAX-000550,ASM-000550,PROP-00184,CTY-001,2024,4748,2024-11-01,2024-10-24,paid
TAX-000551,ASM-000551,PROP-00184,CTY-001,2025,4926,2025-11-01,2025-10-10,paid
TAX-000552,ASM-000552,PROP-00184,CTY-001,2026,5195,2026-11-01,,outstanding
TAX-000553,ASM-000553,PROP-00185,CTY-001,2024,4111,2024-11-01,2024-09-29,paid
TAX-000554,ASM-000554,PROP-00185,CTY-001,2025,4445,2025-11-01,2025-10-12,paid
TAX-000555,ASM-000555,PROP-00185,CTY-001,2026,4777,2026-11-01,,outstanding
TAX-000556,ASM-000556,PROP-00186,CTY-001,2024,5090,2024-11-01,2024-10-23,paid
TAX-000557,ASM-000557,PROP-00186,CTY-001,2025,5490,2025-11-01,2025-10-07,paid
TAX-000558,ASM-000558,PROP-00186,CTY-001,2026,5738,2026-11-01,,outstanding
TAX-000559,ASM-000559,PROP-00187,CTY-001,2024,5404,2024-11-01,2024-10-14,paid
TAX-000560,ASM-000560,PROP-00187,CTY-001,2025,5608,2025-11-01,2025-10-01,paid
TAX-000561,ASM-000561,PROP-00187,CTY-001,2026,5986,2026-11-01,,outstanding
TAX-000562,ASM-000562,PROP-00188,CTY-001,2024,5504,2024-11-01,2024-10-23,paid
TAX-000563,ASM-000563,PROP-00188,CTY-001,2025,5879,2025-11-01,2025-09-25,paid
TAX-000564,ASM-000564,PROP-00188,CTY-001,2026,6330,2026-11-01,,outstanding
TAX-000565,ASM-000565,PROP-00189,CTY-001,2024,3902,2024-11-01,2024-09-23,paid
TAX-000566,ASM-000566,PROP-00189,CTY-001,2025,4141,2025-11-01,2025-10-14,paid
TAX-000567,ASM-000567,PROP-00189,CTY-001,2026,4419,2026-11-01,,outstanding
TAX-000568,ASM-000568,PROP-00190,CTY-001,2024,4209,2024-11-01,2024-10-31,paid
TAX-000569,ASM-000569,PROP-00190,CTY-001,2025,4510,2025-11-01,2025-10-15,paid
TAX-000570,ASM-000570,PROP-00190,CTY-001,2026,4873,2026-11-01,,outstanding
TAX-000571,ASM-000571,PROP-00191,CTY-004,2024,5645,2024-11-01,2024-10-09,paid
TAX-000572,ASM-000572,PROP-00191,CTY-004,2025,5931,2025-11-01,2025-10-05,paid
