assessmentId,propertyId,countyId,taxYear,assessedValue,priorAssessedValue,changePct,appealStatus,appealSavings
ASM-000377,PROP-00126,CTY-001,2025,525254,503407,0.0434,none,0
ASM-000378,PROP-00126,CTY-001,2026,549876,525254,0.0469,none,0
ASM-000379,PROP-00127,CTY-001,2024,469116,,0.0,none,0
ASM-000380,PROP-00127,CTY-001,2025,507348,469116,0.0815,none,0
ASM-000381,PROP-00127,CTY-001,2026,540793,507348,0.0659,none,0
ASM-000382,PROP-00128,CTY-001,2024,369218,,0.0,none,0
ASM-000383,PROP-00128,CTY-001,2025,384727,369218,0.042,none,0
ASM-000384,PROP-00128,CTY-001,2026,414736,384727,0.078,none,0
ASM-000385,PROP-00129,CTY-001,2024,413575,,0.0,none,0
ASM-000386,PROP-00129,CTY-001,2025,430215,413575,0.0402,none,0
ASM-000387,PROP-00129,CTY-001,2026,453574,430215,0.0543,none,0
ASM-000388,PROP-00130,CTY-001,2024,428026,,0.0,none,0
ASM-000389,PROP-00130,CTY-001,2025,444470,428026,0.0384,none,0
ASM-000390,PROP-00130,CTY-001,2026,462056,444470,0.0396,none,0
ASM-000391,PROP-00131,CTY-001,2024,459176,,0.0,none,0
ASM-000392,PROP-00131,CTY-001,2025,490712,459176,0.0687,none,0
ASM-000393,PROP-00131,CTY-001,2026,531705,490712,0.0835,none,0
ASM-000394,PROP-00132,CTY-001,2024,416754,,0.0,none,0
ASM-000395,PROP-00132,CTY-001,2025,445327,416754,0.0686,none,0
ASM-000396,PROP-00132,CTY-001,2026,472492,445327,0.061,none,0
ASM-000397,PROP-00133,CTY-001,2024,393609,,0.0,none,0
ASM-000398,PROP-00133,CTY-001,2025,413150,393609,0.0496,none,0
ASM-000399,PROP-00133,CTY-001,2026,439767,413150,0.0644,none,0
ASM-000400,PROP-00134,CTY-001,2024,423811,,0.0,none,0
ASM-000401,PROP-00134,CTY-001,2025,453972,423811,0.0712,none,0
ASM-000402,PROP-00134,CTY-001,2026,483549,453972,0.0652,none,0
ASM-000403,PROP-00135,CTY-001,2024,434271,,0.0,none,0
ASM-000404,PROP-00135,CTY-001,2025,458631,434271,0.0561,none,0
ASM-000405,PROP-00135,CTY-001,2026,483930,458631,0.0552,none,0
ASM-000406,PROP-00136,CTY-001,2024,439557,,0.0,none,0
ASM-000407,PROP-00136,CTY-001,2025,463986,439557,0.0556,none,0
ASM-000408,PROP-00136,CTY-001,2026,486347,463986,0.0482,none,0
ASM-000409,PROP-00137,CTY-001,2024,466532,,0.0,none,0
ASM-000410,PROP-00137,CTY-001,2025,492026,466532,0.0546,none,0
ASM-000411,PROP-00137,CTY-001,2026,513161,492026,0.043,none,0
ASM-000412,PROP-00138,CTY-001,2024,361611,,0.0,none,0
ASM-000413,PROP-00138,CTY-001,2025,384752,361611,0.064,none,0
ASM-000414,PROP-00138,CTY-001,2026,410266,384752,0.0663,none,0
ASM-000415,PROP-00139,CTY-001,2024,447351,,0.0,none,0
ASM-000416,PROP-00139,CTY-001,2025,466180,447351,0.0421,none,0
ASM-000417,PROP-00139,CTY-001,2026,482936,466180,0.0359,none,0
ASM-000418,PROP-00140,CTY-001,2024,386612,,0.0,none,0
ASM-000419,PROP-00140,CTY-001,2025,416887,386612,0.0783,none,0
ASM-000420,PROP-00140,CTY-001,2026,446026,416887,0.0699,none,0
ASM-000421,PROP-00141,CTY-001,2024,511736,,0.0,none,0
ASM-000422,PROP-00141,CTY-001,2025,537381,511736,0.0501,none,0
ASM-000423,PROP-00141,CTY-001,2026,571455,537381,0.0634,none,0
ASM-000424,PROP-00142,CTY-001,2024,483348,,0.0,none,0
ASM-000425,PROP-00142,CTY-001,2025,503426,483348,0.0415,none,0
ASM-000426,PROP-00142,CTY-001,2026,532406,503426,0.0576,none,0
ASM-000427,PROP-00143,CTY-001,2024,331649,,0.0,none,0
ASM-000428,PROP-00143,CTY-001,2025,354874,331649,0.07,none,0
ASM-000429,PROP-00143,CTY-001,2026,381451,354874,0.0749,none,0
ASM-000430,PROP-00144,CTY-001,2024,455568,,0.0,none,0
ASM-000431,PROP-00144,CTY-001,2025,482029,455568,0.0581,none,0
ASM-000432,PROP-00144,CTY-001,2026,516788,482029,0.0721,none,0
ASM-000433,PROP-00145,CTY-001,2024,383540,,0.0,none,0
ASM-000434,PROP-00145,CTY-001,2025,397843,383540,0.0373,none,0
ASM-000435,PROP-00145,CTY-001,2026,414127,397843,0.0409,none,0
ASM-000436,PROP-00146,CTY-001,2024,368398,,0.0,none,0
ASM-000437,PROP-00146,CTY-001,2025,388351,368398,0.0542,none,0
ASM-000438,PROP-00146,CTY-001,2026,409491,388351,0.0544,none,0
ASM-000439,PROP-00147,CTY-001,2024,502646,,0.0,none,0
ASM-000440,PROP-00147,CTY-001,2025,525109,502646,0.0447,none,0
ASM-000441,PROP-00147,CTY-001,2026,545340,525109,0.0385,none,0
ASM-000442,PROP-00148,CTY-001,2024,483931,,0.0,none,0
ASM-000443,PROP-00148,CTY-001,2025,512965,483931,0.06,none,0
ASM-000444,PROP-00148,CTY-001,2026,549119,512965,0.0705,none,0
ASM-000445,PROP-00149,CTY-001,2024,394117,,0.0,none,0
ASM-000446,PROP-00149,CTY-001,2025,408179,394117,0.0357,none,0
ASM-000447,PROP-00149,CTY-001,2026,432456,408179,0.0595,none,0
ASM-000448,PROP-00150,CTY-001,2024,518765,,0.0,none,0
ASM-000449,PROP-00150,CTY-001,2025,544303,518765,0.0492,none,0
ASM-000450,PROP-00150,CTY-001,2026,582440,544303,0.0701,none,0
ASM-000451,PROP-00151,CTY-004,2024,417595,,0.0,none,0
ASM-000452,PROP-00151,CTY-004,2025,436886,417595,0.0462,none,0
ASM-000453,PROP-00151,CTY-004,2026,460956,436886,0.0551,none,0
ASM-000454,PROP-00152,CTY-004,2024,407457,,0.0,none,0
ASM-000455,PROP-00152,CTY-004,2025,436154,407457,0.0704,none,0
ASM-000456,PROP-00152,CTY-004,2026,460558,436154,0.056,none,0
ASM-000457,PROP-00153,CTY-004,2024,380699,,0.0,none,0
ASM-000458,PROP-00153,CTY-004,2025,404137,380699,0.0616,none,0
ASM-000459,PROP-00153,CTY-004,2026,423186,404137,0.0471,none,0
ASM-000460,PROP-00154,CTY-004,2024,398633,,0.0,none,0
ASM-000461,PROP-00154,CTY-004,2025,416713,398633,0.0454,none,0
ASM-000462,PROP-00154,CTY-004,2026,442959,416713,0.063,none,0
ASM-000463,PROP-00155,CTY-004,2024,330371,,0.0,none,0
ASM-000464,PROP-00155,CTY-004,2025,343020,330371,0.0383,none,0
ASM-000465,PROP-00155,CTY-004,2026,363724,343020,0.0604,none,0
ASM-000466,PROP-00156,CTY-004,2024,335410,,0.0,none,0
ASM-000467,PROP-00156,CTY-004,2025,356983,335410,0.0643,none,0
ASM-000468,PROP-00156,CTY-004,2026,383736,356983,0.0749,none,0
ASM-000469,PROP-00157,CTY-004,2024,371933,,0.0,none,0
ASM-000470,PROP-00157,CTY-004,2025,387737,371933,0.0425,none,0
ASM-000471,PROP-00157,CTY-004,2026,412865,387737,0.0648,none,0
ASM-000472,PROP-00158,CTY-004,2024,401789,,0.0,none,0
ASM-000473,PROP-00158,CTY-004,2025,426806,401789,0.0623,none,0
ASM-000474,PROP-00158,CTY-004,2026,455013,426806,0.0661,none,0
ASM-000475,PROP-00159,CTY-004,2024,433656,,0.0,none,0
ASM-000476,PROP-00159,CTY-004,2025,459760,433656,0.0602,none,0
ASM-000477,PROP-00159,CTY-004,2026,489014,459760,0.0636,none,0
ASM-000478,PROP-00160,CTY-004,2024,463207,,0.0,none,0
ASM-000479,PROP-00160,CTY-004,2025,486819,463207,0.051,none,0
ASM-000480,PROP-00160,CTY-004,2026,503339,486819,0.0339,none,0
ASM-000481,PROP-00161,CTY-004,2024,511467,,0.0,none,0
ASM-000482,PROP-00161,CTY-004,2025,549889,511467,0.0751,none,0
ASM-000483,PROP-00161,CTY-004,2026,593504,549889,0.0793,none,0
ASM-000484,PROP-00162,CTY-004,2024,381136,,0.0,none,0
ASM-000485,PROP-00162,CTY-004,2025,405192,381136,0.0631,none,0
ASM-000486,PROP-00162,CTY-004,2026,429932,405192,0.0611,none,0
ASM-000487,PROP-00163,CTY-004,2024,385181,,0.0,none,0
ASM-000488,PROP-00163,CTY-004,2025,403981,385181,0.0488,none,0
ASM-000489,PROP-00163,CTY-004,2026,426253,403981,0.0551,none,0
ASM-000490,PROP-00164,CTY-004,2024,380009,,0.0,none,0
ASM-000491,PROP-00164,CTY-004,2025,408711,380009,0.0755,none,0
ASM-000492,PROP-00164,CTY-004,2026,440191,408711,0.077,none,0
ASM-000493,PROP-00165,CTY-004,2024,455611,,0.0,none,0
ASM-000494,PROP-00165,CTY-004,2025,490928,455611,0.0775,none,0
ASM-000495,PROP-00165,CTY-004,2026,527347,490928,0.0742,none,0
ASM-000496,PROP-00166,CTY-004,2024,459173,,0.0,none,0
ASM-000497,PROP-00166,CTY-004,2025,486661,459173,0.0599,none,0
ASM-000498,PROP-00166,CTY-004,2026,508976,486661,0.0459,none,0
ASM-000499,PROP-00167,CTY-004,2024,471226,,0.0,none,0
ASM-000500,PROP-00167,CTY-004,2025,499111,471226,0.0592,none,0
ASM-000501,PROP-00167,CTY-004,2026,535539,499111,0.073,none,0
ASM-000502,PROP-00168,CTY-004,2024,417773,,0.0,none,0
ASM-000503,PROP-00168,CTY-004,2025,435432,417773,0.0423,none,0
ASM-000504,PROP-00168,CTY-004,2026,449500,435432,0.0323,none,0
ASM-000505,PROP-00169,CTY-004,2024,340914,,0.0,none,0
ASM-000506,PROP-00169,CTY-004,2025,351919,340914,0.0323,none,0
ASM-000507,PROP-00169,CTY-004,2026,365367,351919,0.0382,none,0
ASM-000508,PROP-00170,CTY-004,2024,444943,,0.0,none,0
ASM-000509,PROP-00170,CTY-004,2025,475395,444943,0.0684,none,0
ASM-000510,PROP-00170,CTY-004,2026,508742,475395,0.0701,none,0
ASM-000511,PROP-00171,CTY-004,2024,407606,,0.0,none,0
ASM-000512,PROP-00171,CTY-004,2025,422973,407606,0.0377,none,0
ASM-000513,PROP-00171,CTY-004,2026,455372,422973,0.0766,none,0
ASM-000514,PROP-00172,CTY-004,2024,447839,,0.0,none,0
ASM-000515,PROP-00172,CTY-004,2025,470806,447839,0.0513,none,0
ASM-000516,PROP-00172,CTY-004,2026,505274,470806,0.0732,none,0
ASM-000517,PROP-00173,CTY-004,2024,450084,,0.0,none,0
ASM-000518,PROP-00173,CTY-004,2025,470552,450084,0.0455,none,0
ASM-000519,PROP-00173,CTY-004,2026,504512,470552,0.0722,none,0
ASM-000520,PROP-00174,CTY-004,2024,487638,,0.0,none,0
ASM-000521,PROP-00174,CTY-004,2025,520577,487638,0.0675,none,0
ASM-000522,PROP-00174,CTY-004,2026,553609,520577,0.0635,none,0
ASM-000523,PROP-00175,CTY-004,2024,298444,,0.0,none,0
ASM-000524,PROP-00175,CTY-004,2025,310747,298444,0.0412,none,0
ASM-000525,PROP-00175,CTY-004,2026,329873,310747,0.0615,none,0
ASM-000526,PROP-00176,CTY-004,2024,382729,,0.0,none,0
ASM-000527,PROP-00176,CTY-004,2025,394951,382729,0.0319,none,0
ASM-000528,PROP-00176,CTY-004,2026,415915,394951,0.0531,none,0
ASM-000529,PROP-00177,CTY-004,2024,433634,,0.0,none,0
ASM-000530,PROP-00177,CTY-004,2025,463468,433634,0.0688,none,0
ASM-000531,PROP-00177,CTY-004,2026,480071,463468,0.0358,none,0
ASM-000532,PROP-00178,CTY-004,2024,316525,,0.0,none,0
ASM-000533,PROP-00178,CTY-004,2025,339735,316525,0.0733,none,0
ASM-000534,PROP-00178,CTY-004,2026,352505,339735,0.0376,none,0
ASM-000535,PROP-00179,CTY-004,2024,417240,,0.0,none,0
ASM-000536,PROP-00179,CTY-004,2025,438531,417240,0.051,none,0
ASM-000537,PROP-00179,CTY-004,2026,453935,438531,0.0351,none,0
ASM-000538,PROP-00180,CTY-004,2024,514282,,0.0,none,0
ASM-000539,PROP-00180,CTY-004,2025,550703,514282,0.0708,none,0
ASM-000540,PROP-00180,CTY-004,2026,582474,550703,0.0577,none,0
ASM-000541,PROP-00181,CTY-004,2024,391013,,0.0,none,0
ASM-000542,PROP-00181,CTY-004,2025,419549,391013,0.073,none,0
ASM-000543,PROP-00181,CTY-004,2026,433149,419549,0.0324,none,0
ASM-000544,PROP-00182,CTY-004,2024,348612,,0.0,none,0
ASM-000545,PROP-00182,CTY-004,2025,372019,348612,0.0671,none,0
ASM-000546,PROP-00182,CTY-004,2026,400403,372019,0.0763,none,0
ASM-000547,PROP-00183,CTY-004,2024,542363,,0.0,none,0
ASM-000548,PROP-00183,CTY-004,2025,562466,542363,0.0371,none,0
ASM-000549,PROP-00183,CTY-004,2026,604704,562466,0.0751,none,0
ASM-000550,PROP-00184,CTY-004,2024,410472,,0.0,none,0
ASM-000551,PROP-00184,CTY-004,2025,424139,410472,0.0333,none,0
ASM-000552,PROP-00184,CTY-004,2026,444417,424139,0.0478,none,0
ASM-000553,PROP-00185,CTY-004,2024,470388,,0.0,none,0
ASM-000554,PROP-00185,CTY-004,2025,503919,470388,0.0713,none,0
ASM-000555,PROP-00185,CTY-004,2026,536663,503919,0.065,none,0
ASM-000556,PROP-00186,CTY-004,2024,538547,,0.0,none,0
ASM-000557,PROP-00186,CTY-004,2025,572097,538547,0.0623,none,0
ASM-000558,PROP-00186,CTY-004,2026,598149,572097,0.0455,none,0
ASM-000559,PROP-00187,CTY-004,2024,460621,,0.0,none,0
ASM-000560,PROP-00187,CTY-004,2025,480556,460621,0.0433,none,0
ASM-000561,PROP-00187,CTY-004,2026,516762,480556,0.0753,none,0
ASM-000562,PROP-00188,CTY-004,2024,406449,,0.0,none,0
ASM-000563,PROP-00188,CTY-004,2025,419651,406449,0.0325,none,0
ASM-000564,PROP-00188,CTY-004,2026,447517,419651,0.0664,none,0
ASM-000565,PROP-00189,CTY-004,2024,479288,,0.0,none,0
ASM-000566,PROP-00189,CTY-004,2025,512605,479288,0.0695,none,0
ASM-000567,PROP-00189,CTY-004,2026,536597,512605,0.0468,none,0
ASM-000568,PROP-00190,CTY-004,2024,449282,,0.0,none,0
ASM-000569,PROP-00190,CTY-004,2025,473924,449282,0.0548,none,0
ASM-000570,PROP-00190,CTY-004,2026,510442,473924,0.0771,none,0
ASM-000571,PROP-00191,CTY-004,2024,352079,,0.0,none,0
ASM-000572,PROP-00191,CTY-004,2025,366469,352079,0.0409,none,0
ASM-000573,PROP-00191,CTY-004,2026,384988,366469,0.0505,none,0
ASM-000574,PROP-00192,CTY-004,2024,444080,,0.0,none,0
ASM-000575,PROP-00192,CTY-004,2025,473021,444080,0.0652,none,0
ASM-000576,PROP-00192,CTY-004,2026,497541,473021,0.0518,none,0
ASM-000577,PROP-00193,CTY-004,2024,399123,,0.0,none,0
ASM-000578,PROP-00193,CTY-004,2025,417134,399123,0.0451,none,0
ASM-000579,PROP-00193,CTY-004,2026,430465,417134,0.032,none,0
ASM-000580,PROP-00194,CTY-004,2024,535100,,0.0,none,0
ASM-000581,PROP-00194,CTY-004,2025,571050,535100,0.0672,none,0
ASM-000582,PROP-00194,CTY-004,2026,596498,571050,0.0446,none,0
ASM-000583,PROP-00195,CTY-004,2024,356534,,0.0,none,0
ASM-000584,PROP-00195,CTY-004,2025,375885,356534,0.0543,none,0
ASM-000585,PROP-00195,CTY-004,2026,390568,375885,0.0391,none,0
ASM-000586,PROP-00196,CTY-004,2024,338511,,0.0,none,0
ASM-000587,PROP-00196,CTY-004,2025,356346,338511,0.0527,none,0
ASM-000588,PROP-00196,CTY-004,2026,371480,356346,0.0425,none,0
ASM-000589,PROP-00197,CTY-004,2024,471784,,0.0,none,0
ASM-000590,PROP-00197,CTY-004,2025,493624,471784,0.0463,none,0
ASM-000591,PROP-00197,CTY-004,2026,527729,493624,0.0691,none,0
ASM-000592,PROP-00198,CTY-004,2024,395361,,0.0,none,0
ASM-000593,PROP-00198,CTY-004,2025,412311,395361,0.0429,none,0
ASM-000594,PROP-00198,CTY-004,2026,429128,412311,0.0408,none,0
ASM-000595,PROP-00199,CTY-004,2024,445031,,0.0,none,0
ASM-000596,PROP-00199,CTY-004,2025,475420,445031,0.0683,none,0
ASM-000597,PROP-00199,CTY-004,2026,501047,475420,0.0539,none,0
ASM-000598,PROP-00200,CTY-004,2024,471369,,0.0,none,0
ASM-000599,PROP-00200,CTY-004,2025,505798,471369,0.073,none,0
ASM-000600,PROP-00200,CTY-004,2026,526185,505798,0.0403,none,0
ASM-000601,PROP-00201,CTY-004,2024,405363,,0.0,none,0
ASM-000602,PROP-00201,CTY-004,2025,435665,405363,0.0748,none,0
ASM-000603,PROP-00201,CTY-004,2026,449721,435665,0.0323,none,0
ASM-000604,PROP-00202,CTY-004,2024,422675,,0.0,none,0
ASM-000605,PROP-00202,CTY-004,2025,445446,422675,0.0539,none,0
ASM-000606,PROP-00202,CTY-004,2026,473349,445446,0.0626,none,0
ASM-000607,PROP-00203,CTY-003,2024,366261,,0.0,none,0
ASM-000608,PROP-00203,CTY-003,2025,382332,366261,0.0439,none,0
ASM-000609,PROP-00203,CTY-003,2026,401816,382332,0.051,none,0
ASM-000610,PROP-00204,CTY-003,2024,366067,,0.0,none,0
ASM-000611,PROP-00204,CTY-003,2025,388122,366067,0.0602,none,0
ASM-000612,PROP-00204,CTY-003,2026,406895,388122,0.0484,none,0
ASM-000613,PROP-00205,CTY-003,2024,338994,,0.0,none,0
ASM-000614,PROP-00205,CTY-003,2025,355439,338994,0.0485,none,0
ASM-000615,PROP-00205,CTY-003,2026,379195,355439,0.0668,none,0
ASM-000616,PROP-00206,CTY-003,2024,418535,,0.0,none,0
ASM-000617,PROP-00206,CTY-003,2025,445045,418535,0.0633,none,0
ASM-000618,PROP-00206,CTY-003,2026,473109,445045,0.0631,none,0
ASM-000619,PROP-00207,CTY-003,2024,378687,,0.0,none,0
ASM-000620,PROP-00207,CTY-003,2025,402856,378687,0.0638,none,0
ASM-000621,PROP-00207,CTY-003,2026,422931,402856,0.0498,none,0
ASM-000622,PROP-00208,CTY-003,2024,436477,,0.0,none,0
ASM-000623,PROP-00208,CTY-003,2025,455507,436477,0.0436,none,0
ASM-000624,PROP-00208,CTY-003,2026,478056,455507,0.0495,none,0
ASM-000625,PROP-00209,CTY-003,2024,440040,,0.0,none,0
ASM-000626,PROP-00209,CTY-003,2025,460250,440040,0.0459,none,0
ASM-000627,PROP-00209,CTY-003,2026,485790,460250,0.0555,none,0
ASM-000628,PROP-00210,CTY-003,2024,437689,,0.0,none,0
ASM-000629,PROP-00210,CTY-003,2025,452783,437689,0.0345,none,0
ASM-000630,PROP-00210,CTY-003,2026,466527,452783,0.0304,none,0
ASM-000631,PROP-00211,CTY-003,2024,300254,,0.0,none,0
ASM-000632,PROP-00211,CTY-003,2025,316441,300254,0.0539,none,0
ASM-000633,PROP-00211,CTY-003,2026,332550,316441,0.0509,none,0
ASM-000634,PROP-00212,CTY-003,2024,386655,,0.0,none,0
ASM-000635,PROP-00212,CTY-003,2025,400542,386655,0.0359,none,0
ASM-000636,PROP-00212,CTY-003,2026,428507,400542,0.0698,none,0
ASM-000637,PROP-00213,CTY-003,2024,444260,,0.0,none,0
ASM-000638,PROP-00213,CTY-003,2025,470112,444260,0.0582,none,0
ASM-000639,PROP-00213,CTY-003,2026,495971,470112,0.055,none,0
ASM-000640,PROP-00214,CTY-003,2024,334885,,0.0,none,0
ASM-000641,PROP-00214,CTY-003,2025,351625,334885,0.05,none,0
ASM-000642,PROP-00214,CTY-003,2026,372383,351625,0.059,none,0
ASM-000643,PROP-00215,CTY-003,2024,489850,,0.0,none,0
ASM-000644,PROP-00215,CTY-003,2025,518615,489850,0.0587,none,0
ASM-000645,PROP-00215,CTY-003,2026,553752,518615,0.0678,none,0
ASM-000646,PROP-00216,CTY-003,2024,370542,,0.0,none,0
ASM-000647,PROP-00216,CTY-003,2025,390398,370542,0.0536,none,0
ASM-000648,PROP-00216,CTY-003,2026,404749,390398,0.0368,none,0
ASM-000649,PROP-00217,CTY-003,2024,433181,,0.0,none,0
ASM-000650,PROP-00217,CTY-003,2025,457314,433181,0.0557,none,0
ASM-000651,PROP-00217,CTY-003,2026,483465,457314,0.0572,none,0
ASM-000652,PROP-00218,CTY-003,2024,311576,,0.0,none,0
ASM-000653,PROP-00218,CTY-003,2025,328514,311576,0.0544,none,0
ASM-000654,PROP-00218,CTY-003,2026,348457,328514,0.0607,none,0
ASM-000655,PROP-00219,CTY-003,2024,407478,,0.0,none,0
ASM-000656,PROP-00219,CTY-003,2025,431209,407478,0.0582,none,0
ASM-000657,PROP-00219,CTY-003,2026,448042,431209,0.039,none,0
ASM-000658,PROP-00220,CTY-003,2024,315574,,0.0,none,0
ASM-000659,PROP-00220,CTY-003,2025,326164,315574,0.0336,none,0
ASM-000660,PROP-00220,CTY-003,2026,340461,326164,0.0438,none,0
ASM-000661,PROP-00221,CTY-003,2024,449214,,0.0,none,0
ASM-000662,PROP-00221,CTY-003,2025,466664,449214,0.0388,none,0
ASM-000663,PROP-00221,CTY-003,2026,483694,466664,0.0365,none,0
ASM-000664,PROP-00222,CTY-003,2024,364599,,0.0,none,0
ASM-000665,PROP-00222,CTY-003,2025,389767,364599,0.069,none,0
ASM-000666,PROP-00222,CTY-003,2026,405382,389767,0.0401,none,0
ASM-000667,PROP-00223,CTY-003,2024,292504,,0.0,none,0
ASM-000668,PROP-00223,CTY-003,2025,301520,292504,0.0308,none,0
ASM-000669,PROP-00223,CTY-003,2026,319460,301520,0.0595,none,0
ASM-000670,PROP-00224,CTY-003,2024,328187,,0.0,none,0
ASM-000671,PROP-00224,CTY-003,2025,337918,328187,0.0297,none,0
ASM-000672,PROP-00224,CTY-003,2026,353706,337918,0.0467,none,0
ASM-000673,PROP-00225,CTY-003,2024,364253,,0.0,none,0
ASM-000674,PROP-00225,CTY-003,2025,377109,364253,0.0353,none,0
ASM-000675,PROP-00225,CTY-003,2026,393316,377109,0.043,none,0
ASM-000676,PROP-00226,CTY-003,2024,313903,,0.0,none,0
ASM-000677,PROP-00226,CTY-003,2025,335819,313903,0.0698,none,0
ASM-000678,PROP-00226,CTY-003,2026,350796,335819,0.0446,none,0
ASM-000679,PROP-00227,CTY-003,2024,373951,,0.0,none,0
ASM-000680,PROP-00227,CTY-003,2025,391271,373951,0.0463,none,0
ASM-000681,PROP-00227,CTY-003,2026,408722,391271,0.0446,none,0
ASM-000682,PROP-00228,CTY-003,2024,278133,,0.0,none,0
ASM-000683,PROP-00228,CTY-003,2025,287298,278133,0.033,none,0
ASM-000684,PROP-00228,CTY-003,2026,296936,287298,0.0335,none,0
ASM-000685,PROP-00229,CTY-003,2024,374952,,0.0,none,0
ASM-000686,PROP-00229,CTY-003,2025,396747,374952,0.0581,none,0
ASM-000687,PROP-00229,CTY-003,2026,418647,396747,0.0552,none,0
ASM-000688,PROP-00230,CTY-003,2024,383841,,0.0,none,0
ASM-000689,PROP-00230,CTY-003,2025,396114,383841,0.032,none,0
ASM-000690,PROP-00230,CTY-003,2026,410913,396114,0.0374,none,0
ASM-000691,PROP-00231,CTY-003,2024,322461,,0.0,none,0
ASM-000692,PROP-00231,CTY-003,2025,341595,322461,0.0593,none,0
ASM-000693,PROP-00231,CTY-003,2026,356922,341595,0.0449,none,0
ASM-000694,PROP-00232,CTY-003,2024,399346,,0.0,none,0
ASM-000695,PROP-00232,CTY-003,2025,426568,399346,0.0682,none,0
ASM-000696,PROP-00232,CTY-003,2026,444301,426568,0.0416,none,0
ASM-000697,PROP-00233,CTY-003,2024,380164,,0.0,none,0
ASM-000698,PROP-00233,CTY-003,2025,392724,380164,0.033,none,0
ASM-000699,PROP-00233,CTY-003,2026,404354,392724,0.0296,none,0
ASM-000700,PROP-00234,CTY-003,2024,276930,,0.0,none,0
ASM-000701,PROP-00234,CTY-003,2025,285558,276930,0.0312,none,0
ASM-000702,PROP-00234,CTY-003,2026,301297,285558,0.0551,none,0
ASM-000703,PROP-00235,CTY-003,2024,331861,,0.0,none,0
ASM-000704,PROP-00235,CTY-003,2025,344577,331861,0.0383,none,0
ASM-000705,PROP-00235,CTY-003,2026,364007,344577,0.0564,none,0
ASM-000706,PROP-00236,CTY-003,2024,389815,,0.0,none,0
ASM-000707,PROP-00236,CTY-003,2025,404463,389815,0.0376,none,0
ASM-000708,PROP-00236,CTY-003,2026,423613,404463,0.0473,none,0
ASM-000709,PROP-00237,CTY-003,2024,347188,,0.0,none,0
ASM-000710,PROP-00237,CTY-003,2025,362851,347188,0.0451,none,0
ASM-000711,PROP-00237,CTY-003,2026,378955,362851,0.0444,none,0
ASM-000712,PROP-00238,CTY-003,2024,312501,,0.0,none,0
ASM-000713,PROP-00238,CTY-003,2025,328632,312501,0.0516,none,0
ASM-000714,PROP-00238,CTY-003,2026,343860,328632,0.0463,none,0
ASM-000715,PROP-00239,CTY-003,2024,374893,,0.0,none,0
ASM-000716,PROP-00239,CTY-003,2025,388458,374893,0.0362,none,0
ASM-000717,PROP-00239,CTY-003,2026,410308,388458,0.0562,none,0
ASM-000718,PROP-00240,CTY-003,2024,323020,,0.0,none,0
ASM-000719,PROP-00240,CTY-003,2025,344363,323020,0.0661,none,0
ASM-000720,PROP-00240,CTY-003,2026,361234,344363,0.049,none,0
ASM-000721,PROP-00241,CTY-003,2024,367306,,0.0,none,0
ASM-000722,PROP-00241,CTY-003,2025,383510,367306,0.0441,none,0
ASM-000723,PROP-00241,CTY-003,2026,408830,383510,0.066,none,0
ASM-000724,PROP-00242,CTY-003,2024,421363,,0.0,none,0
ASM-000725,PROP-00242,CTY-003,2025,443691,421363,0.053,none,0
ASM-000726,PROP-00242,CTY-003,2026,456575,443691,0.029,none,0
ASM-000727,PROP-00243,CTY-003,2024,446692,,0.0,none,0
ASM-000728,PROP-00243,CTY-003,2025,469932,446692,0.052,none,0
ASM-000729,PROP-00243,CTY-003,2026,489597,469932,0.0418,none,0
ASM-000730,PROP-00244,CTY-003,2024,345475,,0.0,none,0
ASM-000731,PROP-00244,CTY-003,2025,359715,345475,0.0412,none,0
ASM-000732,PROP-00244,CTY-003,2026,383184,359715,0.0652,none,0
ASM-000733,PROP-00245,CTY-003,2024,377839,,0.0,none,0
ASM-000734,PROP-00245,CTY-003,2025,388950,377839,0.0294,none,0
ASM-000735,PROP-00245,CTY-003,2026,414977,388950,0.0669,none,0
ASM-000736,PROP-00246,CTY-003,2024,315132,,0.0,none,0
ASM-000737,PROP-00246,CTY-003,2025,328938,315132,0.0438,none,0
