leaseId,propertyId,residentId,startDate,endDate,termMonths,monthlyRent,deposit,concessionMonths,renewalOfLeaseId,status
LSE-000281,PROP-00100,RES-00199,2025-05-02,2027-05-02,24,2325,2325,0,LSE-000280,active
LSE-000282,PROP-00101,RES-00200,2022-02-15,2023-08-15,18,2345,2345,0,,expired
LSE-000283,PROP-00101,RES-00200,2023-09-25,2024-09-25,12,2460,2460,0,LSE-000282,expired
LSE-000284,PROP-00101,RES-00200,2024-10-18,2026-10-18,24,2495,1247,0,LSE-000283,active
LSE-000285,PROP-00102,RES-00201,2023-08-11,2025-08-11,24,2075,2075,0,,expired
LSE-000286,PROP-00102,RES-00201,2025-08-17,2026-08-17,12,2220,2220,0,LSE-000285,expired
LSE-000287,PROP-00103,RES-00202,2021-12-13,2022-12-13,12,2395,1197,0,,expired
LSE-000288,PROP-00103,RES-00203,2023-01-17,2025-01-17,24,2405,1202,0,,terminated-early
LSE-000289,PROP-00103,RES-00204,2025-01-22,2027-01-22,24,2440,2440,0,,active
LSE-000290,PROP-00104,RES-00205,2022-06-23,2024-06-23,24,2155,2155,0,,expired
LSE-000291,PROP-00104,RES-00206,2024-09-04,2026-09-04,24,2170,2170,1,,expired
LSE-000292,PROP-00104,RES-00207,2026-09-26,2028-03-26,18,2355,2355,0,,active
LSE-000293,PROP-00105,RES-00208,2023-06-05,2024-06-05,12,2085,1042,1,,expired
LSE-000294,PROP-00105,RES-00209,2024-07-09,2026-01-09,18,2305,1152,0,,expired
LSE-000295,PROP-00105,RES-00210,2026-01-31,2027-01-31,12,2155,1077,0,,active
LSE-000296,PROP-00106,RES-00211,2024-02-04,2025-02-04,12,2065,2065,0,,expired
LSE-000297,PROP-00106,RES-00211,2025-04-09,2027-04-09,24,2165,2165,0,LSE-000296,active
LSE-000298,PROP-00107,RES-00212,2023-12-11,2025-12-11,24,2140,1070,0,,expired
LSE-000299,PROP-00107,RES-00213,2026-01-21,2028-01-21,24,2255,2255,0,,active
LSE-000300,PROP-00108,RES-00214,2024-02-12,2025-02-12,12,2415,1207,1,,expired
LSE-000301,PROP-00108,RES-00214,2025-03-30,2027-03-30,24,2460,2460,0,LSE-000300,active
LSE-000302,PROP-00109,RES-00215,2024-10-29,2026-04-29,18,2160,1080,1,,expired
LSE-000303,PROP-00109,RES-00215,2026-06-17,2028-06-17,24,2250,2250,0,LSE-000302,active
LSE-000304,PROP-00110,RES-00216,2023-10-03,2025-10-03,24,2085,2085,0,,expired
LSE-000305,PROP-00110,RES-00216,2025-11-08,2027-11-08,24,2205,2205,0,LSE-000304,active
LSE-000306,PROP-00111,RES-00217,2022-05-22,2024-05-22,24,2430,2430,0,,expired
LSE-000307,PROP-00111,RES-00217,2024-06-08,2026-06-08,24,2525,1262,0,LSE-000306,expired
LSE-000308,PROP-00111,RES-00218,2026-07-25,2027-07-25,12,2715,2715,0,,active
LSE-000309,PROP-00112,RES-00219,2021-11-10,2022-11-10,12,2340,2340,0,,expired
LSE-000310,PROP-00112,RES-00220,2022-11-26,2023-11-26,12,2365,2365,1,,expired
LSE-000311,PROP-00112,RES-00220,2024-01-16,2025-07-16,18,2400,1200,0,LSE-000310,expired
LSE-000312,PROP-00112,RES-00220,2025-09-11,2027-09-11,24,2490,1245,1,LSE-000311,active
LSE-000313,PROP-00113,RES-00221,2023-05-16,2025-05-16,24,2170,2170,0,,expired
LSE-000314,PROP-00113,RES-00221,2025-05-30,2026-05-30,12,2240,2240,0,LSE-000313,expired
LSE-000315,PROP-00113,RES-00221,2026-06-22,2028-06-22,24,2375,2375,0,LSE-000314,active
LSE-000316,PROP-00114,RES-00222,2023-05-12,2024-05-12,12,2215,2215,0,,expired
LSE-000317,PROP-00114,RES-00223,2024-06-17,2025-06-17,12,2320,1160,0,,expired
LSE-000318,PROP-00114,RES-00223,2025-07-02,2027-01-02,18,2360,1180,0,LSE-000317,active
LSE-000319,PROP-00115,RES-00224,2022-07-23,2024-07-23,24,2330,1165,0,,expired
LSE-000320,PROP-00115,RES-00224,2024-08-05,2025-08-05,12,2465,2465,0,LSE-000319,expired
LSE-000321,PROP-00115,RES-00224,2025-08-18,2027-02-18,18,2565,2565,0,LSE-000320,active
LSE-000322,PROP-00116,RES-00225,2024-03-14,2026-03-14,24,2465,2465,0,,terminated-early
LSE-000323,PROP-00116,RES-00226,2026-05-22,2028-05-22,24,2590,1295,0,,active
LSE-000324,PROP-00117,RES-00227,2021-12-09,2022-12-09,12,2360,1180,1,,expired
LSE-000325,PROP-00117,RES-00227,2023-01-08,2025-01-08,24,2415,2415,1,LSE-000324,expired
LSE-000326,PROP-00117,RES-00227,2025-03-11,2026-09-11,18,2455,2455,1,LSE-000325,expired
LSE-000327,PROP-00118,RES-00228,2024-01-19,2026-01-19,24,2070,2070,0,,expired
LSE-000328,PROP-00118,RES-00229,2026-02-16,2027-02-16,12,2270,2270,0,,active
LSE-000329,PROP-00119,RES-00230,2023-12-07,2025-06-07,18,2025,2025,1,,expired
LSE-000330,PROP-00119,RES-00231,2025-07-03,2027-07-03,24,2245,2245,0,,active
LSE-000331,PROP-00120,RES-00232,2024-02-10,2026-02-10,24,2110,1055,0,,expired
LSE-000332,PROP-00120,RES-00232,2026-04-26,2027-04-26,12,2325,2325,0,LSE-000331,active
LSE-000333,PROP-00121,RES-00233,2023-06-22,2024-12-22,18,2405,2405,0,,expired
LSE-000334,PROP-00121,RES-00234,2025-01-21,2026-01-21,12,2400,1200,0,,expired
LSE-000335,PROP-00121,RES-00234,2026-03-04,2028-03-04,24,2470,2470,0,LSE-000334,active
LSE-000336,PROP-00122,RES-00235,2021-11-23,2022-11-23,12,2445,2445,0,,expired
LSE-000337,PROP-00122,RES-00236,2022-12-20,2023-12-20,12,2385,2385,0,,expired
LSE-000338,PROP-00122,RES-00237,2024-03-02,2025-03-02,12,2420,1210,1,,expired
LSE-000339,PROP-00122,RES-00238,2025-04-11,2027-04-11,24,2605,2605,0,,active
LSE-000340,PROP-00123,RES-00239,2023-04-12,2025-04-12,24,2310,2310,1,,expired
LSE-000341,PROP-00123,RES-00239,2025-05-08,2027-05-08,24,2435,1217,0,LSE-000340,active
LSE-000342,PROP-00124,RES-00240,2024-03-22,2025-03-22,12,2445,2445,0,,expired
LSE-000343,PROP-00124,RES-00241,2025-04-21,2027-04-21,24,2550,1275,0,,active
LSE-000344,PROP-00125,RES-00242,2025-01-08,2027-01-08,24,2365,1182,0,,active
LSE-000345,PROP-00126,RES-00243,2024-04-08,2025-10-08,18,2225,1112,0,,expired
LSE-000346,PROP-00126,RES-00244,2025-11-20,2027-11-20,24,2260,2260,0,,active
LSE-000347,PROP-00127,RES-00245,2022-10-18,2023-10-18,12,2340,2340,0,,expired
LSE-000348,PROP-00127,RES-00245,2023-11-12,2024-11-12,12,2370,1185,0,LSE-000347,expired
LSE-000349,PROP-00127,RES-00245,2024-11-23,2025-11-23,12,2425,2425,0,LSE-000348,expired
LSE-000350,PROP-00127,RES-00246,2026-01-02,2027-01-02,12,2395,1197,0,,active
LSE-000351,PROP-00128,RES-00247,2024-07-20,2026-01-20,18,2460,2460,0,,expired
LSE-000352,PROP-00128,RES-00247,2026-02-26,2027-02-26,12,2535,2535,0,LSE-000351,active
LSE-000353,PROP-00129,RES-00248,2023-04-24,2025-04-24,24,2250,1125,1,,expired
LSE-000354,PROP-00129,RES-00248,2025-04-30,2027-04-30,24,2420,1210,0,LSE-000353,active
LSE-000355,PROP-00130,RES-00249,2025-02-02,2026-02-02,12,2295,2295,0,,expired
LSE-000356,PROP-00130,RES-00249,2026-02-15,2027-02-15,12,2365,2365,0,LSE-000355,active
LSE-000357,PROP-00131,RES-00250,2022-12-26,2023-12-26,12,2380,1190,0,,expired
LSE-000358,PROP-00131,RES-00250,2024-01-04,2026-01-04,24,2465,2465,0,LSE-000357,expired
LSE-000359,PROP-00131,RES-00250,2026-02-05,2027-02-05,12,2580,1290,0,LSE-000358,active
LSE-000360,PROP-00132,RES-00251,2024-11-08,2025-11-08,12,2400,2400,0,,expired
LSE-000361,PROP-00132,RES-00252,2026-01-19,2027-01-19,12,2495,2495,0,,active
LSE-000362,PROP-00133,RES-00253,2022-07-17,2024-07-17,24,2185,2185,1,,expired
LSE-000363,PROP-00133,RES-00253,2024-09-09,2026-03-09,18,2290,1145,0,LSE-000362,expired
LSE-000364,PROP-00133,RES-00254,2026-05-13,2027-11-13,18,2335,1167,0,,active
LSE-000365,PROP-00134,RES-00255,2023-05-25,2025-05-25,24,2775,2775,0,,expired
LSE-000366,PROP-00134,RES-00256,2025-06-03,2027-06-03,24,2895,2895,0,,active
LSE-000367,PROP-00135,RES-00257,2023-07-25,2025-07-25,24,2705,2705,0,,expired
LSE-000368,PROP-00135,RES-00257,2025-08-25,2026-08-25,12,2930,2930,0,LSE-000367,expired
LSE-000369,PROP-00136,RES-00258,2022-04-19,2023-04-19,12,2735,2735,0,,expired
LSE-000370,PROP-00136,RES-00259,2023-05-26,2025-05-26,24,2795,1397,1,,expired
LSE-000371,PROP-00136,RES-00260,2025-06-19,2026-06-19,12,2940,1470,0,,expired
LSE-000372,PROP-00136,RES-00261,2026-08-12,2027-08-12,12,3045,3045,0,,active
LSE-000373,PROP-00137,RES-00262,2023-03-07,2024-09-07,18,2730,2730,0,,expired
LSE-000374,PROP-00137,RES-00262,2024-10-22,2026-10-22,24,2780,2780,0,LSE-000373,active
LSE-000375,PROP-00138,RES-00263,2023-07-02,2024-07-02,12,2755,2755,0,,expired
LSE-000376,PROP-00138,RES-00264,2024-07-17,2025-07-17,12,2905,2905,0,,expired
LSE-000377,PROP-00138,RES-00264,2025-08-13,2026-08-13,12,2985,2985,0,LSE-000376,expired
LSE-000378,PROP-00138,RES-00264,2026-09-05,2028-09-05,24,3110,3110,0,LSE-000377,active
LSE-000379,PROP-00139,RES-00265,2022-08-09,2023-08-09,12,2775,2775,0,,expired
LSE-000380,PROP-00139,RES-00265,2023-09-30,2025-09-30,24,2915,2915,0,LSE-000379,expired
LSE-000381,PROP-00139,RES-00265,2025-10-22,2027-10-22,24,3040,1520,0,LSE-000380,active
LSE-000382,PROP-00140,RES-00266,2022-11-15,2024-11-15,24,2870,1435,0,,expired
LSE-000383,PROP-00140,RES-00267,2024-12-23,2026-12-23,24,2900,2900,0,,active
LSE-000384,PROP-00141,RES-00268,2022-08-14,2024-02-14,18,2715,2715,1,,expired
LSE-000385,PROP-00141,RES-00268,2024-04-25,2025-04-25,12,2845,2845,0,LSE-000384,expired
LSE-000386,PROP-00141,RES-00269,2025-05-19,2027-05-19,24,2950,1475,0,,active
LSE-000387,PROP-00142,RES-00270,2024-02-05,2025-02-05,12,2720,2720,0,,expired
LSE-000388,PROP-00142,RES-00270,2025-03-13,2026-03-13,12,2820,2820,0,LSE-000387,expired
LSE-000389,PROP-00142,RES-00270,2026-04-21,2027-04-21,12,2975,1487,0,LSE-000388,active
LSE-000390,PROP-00143,RES-00271,2024-03-25,2026-03-25,24,2730,2730,0,,expired
LSE-000391,PROP-00143,RES-00271,2026-04-29,2027-04-29,12,2845,1422,1,LSE-000390,active
LSE-000392,PROP-00144,RES-00272,2023-06-18,2025-06-18,24,2690,2690,0,,expired
LSE-000393,PROP-00144,RES-00273,2025-08-26,2027-08-26,24,2920,1460,1,,active
LSE-000394,PROP-00145,RES-00274,2022-07-23,2023-07-23,12,2660,2660,0,,expired
LSE-000395,PROP-00145,RES-00274,2023-08-21,2024-08-21,12,2745,2745,0,LSE-000394,expired
LSE-000396,PROP-00145,RES-00275,2024-09-15,2026-09-15,24,2770,2770,0,,expired
LSE-000397,PROP-00146,RES-00276,2022-07-21,2024-07-21,24,2775,1387,0,,expired
LSE-000398,PROP-00146,RES-00277,2024-07-27,2025-07-27,12,2825,2825,0,,expired
LSE-000399,PROP-00146,RES-00278,2025-08-13,2027-02-13,18,2990,2990,0,,active
LSE-000400,PROP-00147,RES-00279,2023-07-25,2024-07-25,12,2705,2705,0,,evicted
LSE-000401,PROP-00147,RES-00280,2024-09-27,2026-09-27,24,2790,2790,0,,expired
LSE-000402,PROP-00148,RES-00281,2023-07-19,2024-07-19,12,2740,1370,0,,expired
LSE-000403,PROP-00148,RES-00281,2024-10-01,2025-10-01,12,2865,2865,0,LSE-000402,expired
LSE-000404,PROP-00148,RES-00281,2025-10-09,2026-10-09,12,2950,1475,0,LSE-000403,active
LSE-000405,PROP-00149,RES-00282,2022-06-04,2023-06-04,12,2685,1342,0,,expired
LSE-000406,PROP-00149,RES-00283,2023-07-26,2025-07-26,24,2685,2685,0,,expired
LSE-000407,PROP-00149,RES-00283,2025-08-03,2026-08-03,12,2885,2885,0,LSE-000406,expired
LSE-000408,PROP-00149,RES-00284,2026-08-25,2028-02-25,18,2985,2985,0,,active
LSE-000409,PROP-00150,RES-00285,2022-03-22,2023-03-22,12,2765,1382,0,,expired
LSE-000410,PROP-00150,RES-00285,2023-04-21,2025-04-21,24,2895,2895,1,LSE-000409,expired
LSE-000411,PROP-00150,RES-00286,2025-05-23,2026-05-23,12,2880,2880,1,,expired
LSE-000412,PROP-00150,RES-00286,2026-07-28,2028-07-28,24,3010,3010,0,LSE-000411,active
LSE-000413,PROP-00151,RES-00287,2024-03-09,2025-03-09,12,2805,2805,0,,terminated-early
LSE-000414,PROP-00151,RES-00288,2025-04-08,2027-04-08,24,2955,2955,1,,active
LSE-000415,PROP-00152,RES-00289,2023-06-21,2024-12-21,18,2780,2780,0,,expired
LSE-000416,PROP-00152,RES-00290,2025-01-29,2026-01-29,12,2775,1387,0,,expired
LSE-000417,PROP-00152,RES-00290,2026-03-11,2027-03-11,12,2960,1480,0,LSE-000416,active
LSE-000418,PROP-00153,RES-00291,2023-06-18,2025-06-18,24,2620,2620,0,,expired
LSE-000419,PROP-00153,RES-00291,2025-07-14,2026-07-14,12,2825,1412,0,LSE-000418,expired
LSE-000420,PROP-00153,RES-00291,2026-09-23,2028-03-23,18,2940,2940,0,LSE-000419,active
LSE-000421,PROP-00154,RES-00292,2023-07-20,2024-07-20,12,2660,2660,0,,expired
LSE-000422,PROP-00154,RES-00293,2024-08-02,2025-08-02,12,2840,2840,0,,expired
LSE-000423,PROP-00154,RES-00293,2025-09-14,2026-09-14,12,2875,2875,0,LSE-000422,expired
LSE-000424,PROP-00155,RES-00294,2022-07-19,2024-01-19,18,2760,2760,1,,expired
LSE-000425,PROP-00155,RES-00295,2024-03-19,2025-09-19,18,2850,2850,0,,expired
LSE-000426,PROP-00155,RES-00295,2025-09-28,2027-03-28,18,2955,1477,0,LSE-000425,active
LSE-000427,PROP-00156,RES-00296,2022-10-01,2024-10-01,24,2790,1395,0,,expired
LSE-000428,PROP-00156,RES-00296,2024-11-09,2025-11-09,12,2850,2850,0,LSE-000427,expired
LSE-000429,PROP-00156,RES-00297,2025-11-30,2027-05-30,18,2895,2895,0,,active
LSE-000430,PROP-00157,RES-00298,2022-08-21,2024-02-21,18,2685,2685,0,,expired
LSE-000431,PROP-00157,RES-00299,2024-04-25,2026-04-25,24,2790,2790,0,,expired
LSE-000432,PROP-00157,RES-00299,2026-05-30,2027-05-30,12,3005,3005,0,LSE-000431,active
LSE-000433,PROP-00158,RES-00300,2023-12-19,2025-12-19,24,2740,2740,0,,expired
LSE-000434,PROP-00158,RES-00300,2026-02-01,2028-02-01,24,2820,2820,1,LSE-000433,active
LSE-000435,PROP-00159,RES-00301,2023-07-15,2025-07-15,24,2715,2715,0,,expired
LSE-000436,PROP-00159,RES-00302,2025-09-14,2026-09-14,12,2925,1462,0,,expired
LSE-000437,PROP-00160,RES-00303,2022-03-26,2024-03-26,24,2685,2685,0,,expired
LSE-000438,PROP-00160,RES-00304,2024-05-22,2025-05-22,12,2810,1405,0,,expired
LSE-000439,PROP-00160,RES-00304,2025-06-07,2027-06-07,24,2925,1462,0,LSE-000438,active
LSE-000440,PROP-00161,RES-00305,2021-10-28,2022-10-28,12,2725,2725,0,,expired
LSE-000441,PROP-00161,RES-00306,2022-12-21,2024-12-21,24,2800,2800,0,,expired
LSE-000442,PROP-00161,RES-00306,2025-02-21,2026-08-21,18,2875,2875,0,LSE-000441,expired
LSE-000443,PROP-00162,RES-00307,2022-07-21,2023-07-21,12,2635,2635,1,,expired
LSE-000444,PROP-00162,RES-00308,2023-09-25,2024-09-25,12,2700,1350,0,,expired
LSE-000445,PROP-00162,RES-00309,2024-10-23,2026-04-23,18,2720,2720,0,,expired
LSE-000446,PROP-00162,RES-00309,2026-05-16,2028-05-16,24,2930,2930,0,LSE-000445,active
LSE-000447,PROP-00163,RES-00310,2023-04-03,2025-04-03,24,2795,2795,1,,expired
LSE-000448,PROP-00163,RES-00311,2025-06-17,2026-06-17,12,2915,1457,1,,expired
LSE-000449,PROP-00163,RES-00311,2026-08-30,2028-08-30,24,2985,2985,0,LSE-000448,active
LSE-000450,PROP-00164,RES-00312,2022-02-07,2023-02-07,12,2850,2850,0,,expired
LSE-000451,PROP-00164,RES-00312,2023-04-07,2025-04-07,24,2930,2930,1,LSE-000450,expired
LSE-000452,PROP-00164,RES-00313,2025-04-26,2027-04-26,24,2970,2970,0,,active
LSE-000453,PROP-00165,RES-00314,2022-08-02,2024-08-02,24,2750,2750,0,,expired
LSE-000454,PROP-00165,RES-00315,2024-08-20,2026-08-20,24,2905,2905,0,,expired
LSE-000455,PROP-00165,RES-00315,2026-09-05,2027-09-05,12,3000,3000,0,LSE-000454,active
LSE-000456,PROP-00166,RES-00316,2023-04-22,2024-04-22,12,2750,2750,0,,expired
LSE-000457,PROP-00166,RES-00317,2024-06-21,2026-06-21,24,2885,1442,0,,expired
LSE-000458,PROP-00166,RES-00317,2026-07-08,2028-07-08,24,3015,3015,0,LSE-000457,active
LSE-000459,PROP-00167,RES-00318,2022-08-08,2023-08-08,12,2810,1405,0,,expired
LSE-000460,PROP-00167,RES-00319,2023-08-27,2024-08-27,12,2710,2710,0,,expired
LSE-000461,PROP-00167,RES-00319,2024-10-24,2025-10-24,12,2800,2800,0,LSE-000460,expired
LSE-000462,PROP-00167,RES-00319,2025-11-05,2026-11-05,12,2925,2925,0,LSE-000461,active
LSE-000463,PROP-00168,RES-00320,2024-03-16,2026-03-16,24,2880,1440,0,,expired
LSE-000464,PROP-00168,RES-00320,2026-05-21,2028-05-21,24,2975,2975,0,LSE-000463,active
LSE-000465,PROP-00169,RES-00321,2024-03-22,2025-03-22,12,2810,2810,0,,expired
LSE-000466,PROP-00169,RES-00321,2025-06-03,2026-06-03,12,2880,1440,0,LSE-000465,expired
LSE-000467,PROP-00169,RES-00322,2026-06-20,2027-06-20,12,2920,2920,0,,active
LSE-000468,PROP-00170,RES-00323,2023-07-20,2024-07-20,12,2820,1410,0,,expired
LSE-000469,PROP-00170,RES-00323,2024-09-01,2025-09-01,12,2890,2890,0,LSE-000468,expired
LSE-000470,PROP-00170,RES-00324,2025-10-05,2026-10-05,12,2850,2850,0,,active
LSE-000471,PROP-00171,RES-00325,2022-10-25,2024-10-25,24,2640,2640,0,,expired
LSE-000472,PROP-00171,RES-00325,2024-11-28,2025-11-28,12,2760,1380,1,LSE-000471,expired
LSE-000473,PROP-00171,RES-00325,2025-12-17,2027-12-17,24,2895,1447,0,LSE-000472,active
LSE-000474,PROP-00172,RES-00326,2022-04-09,2024-04-09,24,2785,2785,0,,expired
LSE-000475,PROP-00172,RES-00326,2024-06-15,2026-06-15,24,2925,1462,0,LSE-000474,expired
LSE-000476,PROP-00172,RES-00327,2026-07-02,2028-07-02,24,2975,2975,0,,active
LSE-000477,PROP-00173,RES-00328,2024-03-19,2025-03-19,12,2835,2835,0,,expired
LSE-000478,PROP-00173,RES-00329,2025-05-30,2026-05-30,12,2910,2910,0,,expired
LSE-000479,PROP-00173,RES-00330,2026-06-12,2027-06-12,12,2960,2960,0,,active
LSE-000480,PROP-00174,RES-00331,2022-06-24,2023-06-24,12,2740,1370,1,,expired
LSE-000481,PROP-00174,RES-00332,2023-07-15,2025-07-15,24,2650,1325,0,,expired
LSE-000482,PROP-00174,RES-00333,2025-09-21,2027-09-21,24,2900,2900,0,,active
LSE-000483,PROP-00175,RES-00334,2021-10-12,2022-10-12,12,2690,2690,1,,expired
LSE-000484,PROP-00175,RES-00335,2022-12-25,2024-12-25,24,2750,2750,0,,expired
LSE-000485,PROP-00175,RES-00336,2025-03-08,2026-03-08,12,2930,2930,1,,expired
LSE-000486,PROP-00175,RES-00336,2026-03-16,2028-03-16,24,3030,1515,0,LSE-000485,active
LSE-000487,PROP-00176,RES-00337,2023-06-11,2024-06-11,12,2780,2780,1,,expired
LSE-000488,PROP-00176,RES-00337,2024-07-26,2025-07-26,12,2860,2860,0,LSE-000487,expired
LSE-000489,PROP-00176,RES-00337,2025-08-02,2027-08-02,24,2970,2970,0,LSE-000488,active
LSE-000490,PROP-00177,RES-00338,2021-12-07,2023-12-07,24,2790,1395,0,,expired
LSE-000491,PROP-00177,RES-00338,2023-12-12,2025-12-12,24,2870,1435,0,LSE-000490,expired
LSE-000492,PROP-00177,RES-00338,2026-01-03,2028-01-03,24,2975,2975,0,LSE-000491,active
LSE-000493,PROP-00178,RES-00339,2021-11-27,2023-11-27,24,2625,1312,0,,expired
LSE-000494,PROP-00178,RES-00339,2024-01-09,2026-01-09,24,2755,1377,0,LSE-000493,expired
LSE-000495,PROP-00178,RES-00339,2026-03-02,2028-03-02,24,2815,1407,0,LSE-000494,active
LSE-000496,PROP-00179,RES-00340,2023-08-06,2025-08-06,24,2620,1310,0,,expired
LSE-000497,PROP-00179,RES-00341,2025-08-12,2026-08-12,12,2970,1485,0,,expired
LSE-000498,PROP-00179,RES-00341,2026-09-10,2027-09-10,12,3110,1555,0,LSE-000497,active
LSE-000499,PROP-00180,RES-00342,2022-05-31,2023-11-30,18,2810,1405,1,,expired
LSE-000500,PROP-00180,RES-00343,2024-02-10,2025-02-10,12,2790,1395,0,,expired
LSE-000501,PROP-00180,RES-00343,2025-03-13,2026-03-13,12,2855,2855,0,LSE-000500,expired
LSE-000502,PROP-00180,RES-00344,2026-03-20,2027-03-20,12,2945,2945,1,,active
LSE-000503,PROP-00181,RES-00345,2023-08-28,2025-08-28,24,2760,1380,0,,expired
LSE-000504,PROP-00181,RES-00345,2025-10-21,2026-10-21,12,2870,2870,0,LSE-000503,active
LSE-000505,PROP-00182,RES-00346,2023-06-24,2025-06-24,24,2775,2775,0,,expired
LSE-000506,PROP-00182,RES-00347,2025-08-03,2027-02-03,18,3025,3025,0,,active
LSE-000507,PROP-00183,RES-00348,2023-08-14,2025-08-14,24,2770,1385,0,,expired
LSE-000508,PROP-00183,RES-00349,2025-10-17,2026-10-17,12,2895,2895,0,,active
LSE-000509,PROP-00184,RES-00350,2024-07-28,2026-07-28,24,2955,2955,0,,expired
LSE-000510,PROP-00184,RES-00351,2026-08-06,2028-08-06,24,3105,1552,0,,active
LSE-000511,PROP-00185,RES-00352,2023-10-11,2025-10-11,24,2740,2740,0,,expired
LSE-000512,PROP-00185,RES-00352,2025-11-03,2026-11-03,12,2820,2820,0,LSE-000511,active
LSE-000513,PROP-00186,RES-00353,2024-03-21,2025-09-21,18,2745,2745,1,,expired
LSE-000514,PROP-00186,RES-00354,2025-10-15,2026-10-15,12,2905,2905,0,,active
LSE-000515,PROP-00187,RES-00355,2023-03-12,2024-09-12,18,2750,2750,0,,expired
LSE-000516,PROP-00187,RES-00356,2024-11-09,2025-11-09,12,2740,1370,1,,expired
LSE-000517,PROP-00187,RES-00357,2025-12-20,2027-12-20,24,2820,2820,0,,active
LSE-000518,PROP-00188,RES-00358,2023-06-03,2025-06-03,24,2750,2750,0,,expired
LSE-000519,PROP-00188,RES-00358,2025-08-09,2027-08-09,24,2905,2905,0,LSE-000518,active
LSE-000520,PROP-00189,RES-00359,2023-04-05,2024-10-05,18,2685,2685,0,,expired
LSE-000521,PROP-00189,RES-00359,2024-10-11,2026-04-11,18,2810,2810,0,LSE-000520,expired
LSE-000522,PROP-00189,RES-00359,2026-06-08,2027-12-08,18,2995,1497,0,LSE-000521,active
LSE-000523,PROP-00190,RES-00360,2024-02-11,2025-02-11,12,2720,2720,0,,expired
LSE-000524,PROP-00190,RES-00360,2025-03-10,2026-03-10,12,2800,2800,0,LSE-000523,expired
LSE-000525,PROP-00190,RES-00361,2026-03-24,2028-03-24,24,2845,2845,1,,active
LSE-000526,PROP-00191,RES-00362,2022-06-09,2024-06-09,24,2750,2750,0,,expired
LSE-000527,PROP-00191,RES-00362,2024-07-18,2026-07-18,24,2910,1455,1,LSE-000526,expired
LSE-000528,PROP-00191,RES-00363,2026-09-10,2028-09-10,24,3235,3235,0,,active
LSE-000529,PROP-00192,RES-00364,2023-12-05,2024-12-05,12,2690,2690,0,,expired
LSE-000530,PROP-00192,RES-00364,2024-12-23,2025-12-23,12,2800,2800,0,LSE-000529,expired
LSE-000531,PROP-00192,RES-00364,2026-03-05,2028-03-05,24,3050,1525,0,LSE-000530,active
LSE-000532,PROP-00193,RES-00365,2022-01-11,2023-07-11,18,2795,2795,0,,expired
LSE-000533,PROP-00193,RES-00366,2023-07-24,2025-01-24,18,2815,2815,0,,expired
LSE-000534,PROP-00193,RES-00366,2025-03-08,2026-03-08,12,2955,2955,0,LSE-000533,expired
LSE-000535,PROP-00193,RES-00367,2026-03-18,2027-03-18,12,3070,1535,0,,active
LSE-000536,PROP-00194,RES-00368,2023-03-14,2024-03-14,12,2865,1432,0,,expired
LSE-000537,PROP-00194,RES-00369,2024-04-22,2025-04-22,12,2935,1467,0,,expired
LSE-000538,PROP-00194,RES-00369,2025-07-02,2026-07-02,12,3050,3050,0,LSE-000537,expired
LSE-000539,PROP-00194,RES-00370,2026-09-03,2027-09-03,12,3180,3180,0,,active
LSE-000540,PROP-00195,RES-00371,2023-03-10,2024-03-10,12,2515,1257,0,,expired
LSE-000541,PROP-00195,RES-00371,2024-04-24,2026-04-24,24,2615,1307,1,LSE-000540,expired
LSE-000542,PROP-00195,RES-00372,2026-06-15,2028-06-15,24,2905,1452,0,,active
LSE-000543,PROP-00196,RES-00373,2023-07-24,2024-07-24,12,2780,2780,0,,expired
LSE-000544,PROP-00196,RES-00373,2024-08-09,2026-08-09,24,2880,1440,0,LSE-000543,expired
LSE-000545,PROP-00197,RES-00374,2022-01-28,2023-01-28,12,2510,2510,1,,expired
LSE-000546,PROP-00197,RES-00375,2023-02-02,2025-02-02,24,2575,2575,0,,expired
LSE-000547,PROP-00197,RES-00375,2025-03-14,2027-03-14,24,2690,2690,1,LSE-000546,active
LSE-000548,PROP-00198,RES-00376,2023-01-19,2025-01-19,24,2795,1397,0,,expired
