workOrderId,propertyId,category,responsibility,chargedToResident,contributingNeglect,priority,isEmergency,openedDate,closedDate,cost,vendorId,residentReported
WO-000237,PROP-00028,Appliance,landlord,False,False,routine,False,2025-10-24,2025-11-03,677,VEN-0001,True
WO-000238,PROP-00028,Appliance,landlord,False,False,urgent,False,2025-12-29,2026-01-03,594,VEN-0001,False
WO-000239,PROP-00028,Appliance,landlord,False,False,routine,False,2024-10-30,2024-11-06,1175,VEN-0001,True
WO-000240,PROP-00028,Lawn maintenance,resident,True,False,urgent,False,2025-05-26,2025-06-03,350,VEN-0004,True
WO-000241,PROP-00028,HVAC - not cooling,landlord,False,False,urgent,False,2026-03-29,2026-04-05,2149,VEN-0003,True
WO-000242,PROP-00028,Turn,landlord,False,False,urgent,False,2024-11-14,2024-11-14,2374,VEN-0075,True
WO-000243,PROP-00028,Fence,landlord,False,False,routine,False,2024-06-01,2024-06-06,1568,VEN-0015,True
WO-000244,PROP-00029,Lawn maintenance,resident,True,False,urgent,False,2026-08-16,2026-08-25,286,VEN-0004,True
WO-000245,PROP-00029,Appliance - garbage disposal,landlord,False,False,routine,False,2025-06-14,2025-06-21,420,VEN-0001,False
WO-000246,PROP-00029,Sprinkler,resident,True,False,routine,False,2023-10-31,2023-11-04,257,VEN-0004,False
WO-000247,PROP-00029,Appliance,landlord,False,False,urgent,False,2024-03-20,2024-03-26,787,VEN-0001,False
WO-000248,PROP-00029,Sprinkler,resident,True,False,urgent,False,2024-09-18,2024-09-26,333,VEN-0004,False
WO-000249,PROP-00029,Air filter,resident,True,False,routine,False,2024-07-24,2024-07-29,32,VEN-0038,True
WO-000250,PROP-00029,Air filter,resident,True,False,routine,False,2023-10-14,2023-10-19,35,VEN-0022,True
WO-000251,PROP-00029,Lawn maintenance,resident,True,False,urgent,False,2024-10-09,2024-10-16,331,VEN-0004,True
WO-000252,PROP-00029,Plumbing - leak,landlord,False,False,urgent,False,2023-12-23,2023-12-29,1168,VEN-0005,True
WO-000253,PROP-00029,Appliance,landlord,False,False,routine,False,2025-08-03,2025-08-13,681,VEN-0001,True
WO-000254,PROP-00029,Plumbing - leak,landlord,False,False,urgent,False,2025-06-04,2025-06-12,2196,VEN-0005,True
WO-000255,PROP-00029,HVAC - not cooling,landlord,False,False,routine,False,2024-07-16,2024-07-20,2715,VEN-0003,True
WO-000256,PROP-00029,HVAC - not heating,landlord,False,False,urgent,False,2023-11-30,2023-12-08,1644,VEN-0003,False
WO-000257,PROP-00029,Electrical,landlord,False,False,routine,False,2024-12-03,2024-12-03,459,VEN-0002,True
WO-000258,PROP-00029,Plumbing - hardware,landlord,False,False,routine,False,2025-09-13,2025-09-23,347,VEN-0005,True
WO-000259,PROP-00030,Pool maintenance,resident,True,False,routine,False,2024-10-15,2024-10-20,207,VEN-0003,False
WO-000260,PROP-00030,HVAC - not heating,landlord,False,False,routine,False,2025-01-18,2025-01-23,1448,VEN-0003,True
WO-000261,PROP-00030,Plumbing - hardware,landlord,False,False,routine,False,2026-07-06,2026-07-12,432,VEN-0005,True
WO-000262,PROP-00030,HVAC - not heating,landlord,False,False,urgent,False,2026-03-25,2026-04-03,2185,VEN-0003,True
WO-000263,PROP-00030,Electrical,landlord,False,False,routine,False,2025-07-30,2025-08-05,491,VEN-0002,False
WO-000264,PROP-00030,HVAC - not cooling,landlord,False,False,urgent,False,2023-10-31,2023-11-05,2328,VEN-0003,True
WO-000265,PROP-00030,Electrical,landlord,False,False,urgent,False,2025-07-07,2025-07-11,1079,VEN-0002,False
WO-000266,PROP-00030,Fence,landlord,False,False,urgent,False,2023-12-11,2023-12-17,865,VEN-0077,True
WO-000267,PROP-00030,Electrical,landlord,False,False,routine,False,2025-09-15,2025-09-20,1387,VEN-0002,False
WO-000268,PROP-00030,Appliance,landlord,False,False,urgent,False,2025-10-21,2025-11-01,632,VEN-0001,True
WO-000269,PROP-00030,Plumbing - major clog,landlord,False,False,emergency,True,2024-10-14,2024-10-15,409,VEN-0005,True
WO-000270,PROP-00031,HVAC - not heating,landlord,False,True,urgent,False,2026-02-27,2026-03-08,2087,VEN-0003,True
WO-000271,PROP-00031,Plumbing - water heater,landlord,False,False,routine,False,2025-09-05,2025-09-08,1981,VEN-0005,True
WO-000272,PROP-00031,Turn,landlord,False,False,urgent,False,2025-07-16,2025-07-23,4191,VEN-0018,True
WO-000273,PROP-00031,HVAC - not heating,landlord,False,True,emergency,True,2023-12-07,2023-12-07,610,VEN-0003,False
WO-000274,PROP-00031,Pool maintenance,resident,True,False,routine,False,2025-03-04,2025-03-13,626,VEN-0048,True
WO-000275,PROP-00031,Plumbing - major clog,landlord,False,False,routine,False,2025-10-04,2025-10-13,540,VEN-0005,False
WO-000276,PROP-00031,Appliance,landlord,False,False,routine,False,2024-01-13,2024-01-22,1010,VEN-0001,True
WO-000277,PROP-00032,Roof,landlord,False,False,routine,False,2025-12-03,2025-12-12,3732,VEN-0006,False
WO-000278,PROP-00032,Lawn maintenance,resident,True,False,routine,False,2026-03-01,2026-03-11,215,VEN-0004,False
WO-000279,PROP-00032,Plumbing - water heater,landlord,False,False,routine,False,2026-07-24,2026-07-28,910,VEN-0005,True
WO-000280,PROP-00032,Fence,landlord,False,False,urgent,False,2024-09-03,2024-09-03,2199,VEN-0039,True
WO-000281,PROP-00032,Lawn maintenance,resident,True,False,routine,False,2025-07-22,2025-07-28,151,VEN-0004,False
WO-000282,PROP-00032,Sprinkler,resident,True,False,routine,False,2025-04-07,2025-04-16,317,VEN-0004,False
WO-000283,PROP-00033,Appliance - garbage disposal,landlord,False,False,routine,False,2025-04-28,2025-05-07,289,VEN-0001,True
WO-000284,PROP-00033,Plumbing - water heater,landlord,False,False,urgent,False,2025-02-04,2025-02-14,1066,VEN-0005,True
WO-000285,PROP-00033,Turn,landlord,False,False,routine,False,2025-09-29,2025-09-29,5302,VEN-0086,True
WO-000286,PROP-00033,Appliance,landlord,False,False,urgent,False,2026-05-25,2026-06-03,562,VEN-0001,True
WO-000287,PROP-00033,Fence,landlord,False,False,routine,False,2024-02-01,2024-02-05,1730,VEN-0079,False
WO-000288,PROP-00033,Plumbing - water heater,landlord,False,False,routine,False,2025-11-15,2025-11-22,1567,VEN-0005,True
WO-000289,PROP-00034,Lawn maintenance,resident,True,False,urgent,False,2026-02-06,2026-02-14,96,VEN-0004,False
WO-000290,PROP-00034,Fence,landlord,False,False,emergency,True,2024-10-28,2024-10-28,1162,VEN-0051,False
WO-000291,PROP-00034,Appliance - garbage disposal,landlord,False,False,routine,False,2025-05-06,2025-05-15,215,VEN-0001,True
WO-000292,PROP-00034,Plumbing - major clog,landlord,False,False,urgent,False,2026-02-23,2026-02-28,696,VEN-0005,True
WO-000293,PROP-00035,Plumbing - major clog,landlord,False,False,routine,False,2025-08-28,2025-09-03,445,VEN-0005,True
WO-000294,PROP-00035,Turn,landlord,False,False,routine,False,2024-05-07,2024-05-10,4178,VEN-0067,True
WO-000295,PROP-00035,Plumbing - minor clog,resident,True,False,routine,False,2025-12-29,2026-01-01,257,VEN-0005,True
WO-000296,PROP-00035,Turn,landlord,False,False,routine,False,2026-06-03,2026-06-06,4848,VEN-0039,False
WO-000297,PROP-00035,Pool maintenance,resident,True,False,urgent,False,2025-06-09,2025-06-16,688,VEN-0013,True
WO-000298,PROP-00035,Appliance,landlord,False,False,routine,False,2025-09-07,2025-09-15,877,VEN-0001,False
WO-000299,PROP-00035,HVAC - not cooling,landlord,False,False,routine,False,2025-09-17,2025-09-25,1068,VEN-0003,True
WO-000300,PROP-00035,Pest control,resident,True,False,routine,False,2024-08-17,2024-08-24,332,VEN-0049,False
WO-000301,PROP-00036,Plumbing - leak,landlord,False,False,urgent,False,2025-11-24,2025-11-29,826,VEN-0005,True
WO-000302,PROP-00036,Turn,landlord,False,False,routine,False,2025-08-23,2025-08-28,2950,VEN-0053,True
WO-000303,PROP-00036,Garage door,landlord,False,False,routine,False,2025-11-05,2025-11-14,1220,VEN-0074,True
WO-000304,PROP-00036,Fence,landlord,False,False,urgent,False,2024-10-31,2024-11-05,1270,VEN-0053,False
WO-000305,PROP-00036,Pool maintenance,resident,True,False,routine,False,2025-07-06,2025-07-13,247,VEN-0025,True
WO-000306,PROP-00036,Plumbing - leak,landlord,False,False,routine,False,2023-11-20,2023-11-27,1994,VEN-0005,False
WO-000307,PROP-00036,Pool maintenance,resident,True,False,emergency,True,2025-12-23,2025-12-23,426,VEN-0075,True
WO-000308,PROP-00036,Lawn maintenance,resident,True,False,routine,False,2024-12-25,2025-01-05,256,VEN-0004,False
WO-000309,PROP-00036,Plumbing - leak,landlord,False,False,routine,False,2026-03-05,2026-03-10,913,VEN-0005,True
WO-000310,PROP-00036,Lawn maintenance,resident,True,False,urgent,False,2026-03-29,2026-04-05,143,VEN-0004,True
WO-000311,PROP-00036,Fence,landlord,False,False,routine,False,2025-01-06,2025-01-11,864,VEN-0042,False
WO-000312,PROP-00037,Plumbing - hardware,landlord,False,False,emergency,True,2025-04-22,2025-04-22,660,VEN-0005,True
WO-000313,PROP-00037,Appliance - garbage disposal,landlord,False,False,urgent,False,2024-10-01,2024-10-07,377,VEN-0001,True
WO-000314,PROP-00037,Lawn maintenance,resident,True,False,urgent,False,2024-06-22,2024-06-28,84,VEN-0004,False
WO-000315,PROP-00037,Electrical,landlord,False,False,routine,False,2024-09-08,2024-09-11,1087,VEN-0002,False
WO-000316,PROP-00037,Turn,landlord,False,False,routine,False,2023-10-30,2023-11-08,2123,VEN-0029,False
WO-000317,PROP-00037,Appliance,landlord,False,False,routine,False,2026-08-29,2026-09-07,679,VEN-0001,True
WO-000318,PROP-00037,Lawn maintenance,resident,True,False,routine,False,2024-12-02,2024-12-08,131,VEN-0004,False
WO-000319,PROP-00037,HVAC - not heating,landlord,False,False,routine,False,2025-01-24,2025-01-30,1343,VEN-0003,False
WO-000320,PROP-00037,Lawn maintenance,resident,True,False,urgent,False,2024-04-01,2024-04-08,173,VEN-0004,False
WO-000321,PROP-00037,Lawn maintenance,resident,True,False,routine,False,2025-07-07,2025-07-12,334,VEN-0004,True
WO-000322,PROP-00038,Air filter,resident,True,False,routine,False,2026-09-12,2026-09-21,34,VEN-0004,True
WO-000323,PROP-00038,Fence,landlord,False,False,routine,False,2024-03-25,2024-04-03,1655,VEN-0049,False
WO-000324,PROP-00038,Lawn maintenance,resident,True,False,urgent,False,2025-09-04,2025-09-09,298,VEN-0004,False
WO-000325,PROP-00038,Appliance - garbage disposal,landlord,False,False,urgent,False,2024-12-14,2024-12-19,137,VEN-0001,True
WO-000326,PROP-00038,Pool maintenance,resident,True,False,routine,False,2025-11-19,2025-11-26,304,VEN-0046,True
WO-000327,PROP-00038,Electrical,landlord,False,False,urgent,False,2026-07-07,2026-07-11,484,VEN-0002,True
WO-000328,PROP-00038,Roof,landlord,False,False,routine,False,2026-03-15,2026-03-24,2772,VEN-0006,False
WO-000329,PROP-00039,Air filter,resident,True,False,routine,False,2024-05-29,2024-06-02,17,VEN-0014,True
WO-000330,PROP-00039,Pool maintenance,resident,True,False,routine,False,2024-01-14,2024-01-14,647,VEN-0052,True
WO-000331,PROP-00039,HVAC - not cooling,landlord,False,False,routine,False,2023-11-25,2023-11-30,1493,VEN-0003,False
WO-000332,PROP-00039,Appliance - garbage disposal,landlord,False,False,routine,False,2025-03-19,2025-03-30,273,VEN-0001,True
WO-000333,PROP-00039,Air filter,resident,True,False,routine,False,2024-10-18,2024-10-24,29,VEN-0046,False
WO-000334,PROP-00039,HVAC - not heating,landlord,False,False,routine,False,2026-04-13,2026-04-21,609,VEN-0003,False
WO-000335,PROP-00039,Plumbing - major clog,landlord,False,False,routine,False,2024-11-17,2024-11-25,458,VEN-0005,True
WO-000336,PROP-00040,Appliance,landlord,False,False,urgent,False,2024-02-24,2024-03-04,638,VEN-0001,False
WO-000337,PROP-00040,Turn,landlord,False,False,routine,False,2024-11-28,2024-12-06,1794,VEN-0048,True
WO-000338,PROP-00040,Air filter,resident,True,False,routine,False,2025-05-15,2025-05-21,43,VEN-0019,True
WO-000339,PROP-00040,Pool maintenance,resident,True,False,routine,False,2024-03-28,2024-04-04,461,VEN-0036,True
WO-000340,PROP-00040,Lawn maintenance,resident,True,False,urgent,False,2024-01-20,2024-01-25,240,VEN-0004,True
WO-000341,PROP-00040,Pool maintenance,resident,True,False,routine,False,2026-06-06,2026-06-13,218,VEN-0043,True
WO-000342,PROP-00041,Plumbing - leak,landlord,False,False,routine,False,2023-10-10,2023-10-15,1864,VEN-0005,False
WO-000343,PROP-00041,Turn,landlord,False,False,routine,False,2023-10-19,2023-10-22,2543,VEN-0054,True
WO-000344,PROP-00041,HVAC - not heating,landlord,False,False,routine,False,2025-08-08,2025-08-16,1145,VEN-0003,False
WO-000345,PROP-00041,Air filter,resident,True,False,routine,False,2026-05-15,2026-05-19,39,VEN-0089,True
WO-000346,PROP-00041,Appliance - garbage disposal,landlord,False,False,urgent,False,2025-01-31,2025-02-11,236,VEN-0001,True
WO-000347,PROP-00041,Garage door,landlord,False,False,urgent,False,2024-08-09,2024-08-12,624,VEN-0077,True
WO-000348,PROP-00041,Plumbing - minor clog,resident,True,False,urgent,False,2025-01-08,2025-01-17,179,VEN-0005,True
WO-000349,PROP-00041,Turn,landlord,False,False,urgent,False,2026-03-20,2026-03-22,2937,VEN-0037,False
WO-000350,PROP-00041,Pool maintenance,resident,True,False,routine,False,2026-09-28,,587,VEN-0009,False
WO-000351,PROP-00042,Sprinkler,resident,True,False,routine,False,2025-10-07,2025-10-15,397,VEN-0004,True
WO-000352,PROP-00042,Sprinkler,resident,True,False,routine,False,2026-04-23,2026-04-29,461,VEN-0004,False
WO-000353,PROP-00042,Pool maintenance,resident,True,False,routine,False,2025-08-09,2025-08-16,698,VEN-0066,False
WO-000354,PROP-00042,Appliance - garbage disposal,landlord,False,False,routine,False,2024-02-21,2024-03-02,329,VEN-0001,False
WO-000355,PROP-00042,HVAC - not cooling,landlord,False,False,routine,False,2025-07-05,2025-07-14,2663,VEN-0003,True
WO-000356,PROP-00042,Lawn maintenance,resident,True,False,routine,False,2023-11-11,2023-11-16,246,VEN-0004,True
WO-000357,PROP-00042,HVAC - not cooling,landlord,False,False,routine,False,2024-10-29,2024-11-08,1567,VEN-0003,True
WO-000358,PROP-00042,Turn,landlord,False,False,routine,False,2024-07-31,2024-08-04,3256,VEN-0040,True
WO-000359,PROP-00042,Pest control,resident,True,False,urgent,False,2025-04-15,2025-04-22,246,VEN-0080,False
WO-000360,PROP-00042,HVAC - not cooling,landlord,False,False,routine,False,2026-02-13,2026-02-20,1283,VEN-0003,True
WO-000361,PROP-00042,Garage door,landlord,False,False,urgent,False,2024-05-05,2024-05-11,470,VEN-0036,True
WO-000362,PROP-00042,Appliance - garbage disposal,landlord,False,False,routine,False,2026-03-01,2026-03-04,185,VEN-0001,True
WO-000363,PROP-00042,Appliance - garbage disposal,landlord,False,False,routine,False,2025-01-08,2025-01-18,135,VEN-0001,True
WO-000364,PROP-00042,Plumbing - water heater,landlord,False,False,urgent,False,2025-05-04,2025-05-16,1150,VEN-0005,True
WO-000365,PROP-00042,Plumbing - major clog,landlord,False,False,routine,False,2023-12-26,2024-01-02,383,VEN-0005,True
WO-000366,PROP-00043,Plumbing - major clog,landlord,False,False,routine,False,2023-10-05,2023-10-13,506,VEN-0005,False
WO-000367,PROP-00043,Lawn maintenance,resident,True,False,routine,False,2023-10-07,2023-10-16,301,VEN-0004,False
WO-000368,PROP-00043,Plumbing - hardware,landlord,False,False,urgent,False,2024-05-08,2024-05-16,207,VEN-0005,False
WO-000369,PROP-00043,Appliance,landlord,False,False,routine,False,2026-08-30,2026-09-06,970,VEN-0001,True
WO-000370,PROP-00043,Appliance - garbage disposal,landlord,False,False,urgent,False,2026-03-05,2026-03-11,333,VEN-0001,False
WO-000371,PROP-00044,Turn,landlord,False,False,routine,False,2024-02-05,2024-02-15,3491,VEN-0011,True
WO-000372,PROP-00044,HVAC - not cooling,landlord,False,False,routine,False,2024-09-20,2024-09-29,679,VEN-0003,True
WO-000373,PROP-00044,Air filter,resident,True,False,routine,False,2026-02-16,2026-02-22,28,VEN-0045,True
WO-000374,PROP-00044,Roof,landlord,False,False,routine,False,2024-07-18,2024-07-26,2887,VEN-0006,False
WO-000375,PROP-00045,HVAC - not cooling,landlord,False,False,routine,False,2025-08-30,2025-09-05,2128,VEN-0003,False
WO-000376,PROP-00045,Plumbing - minor clog,resident,True,False,routine,False,2024-06-03,2024-06-12,166,VEN-0005,True
WO-000377,PROP-00045,Garage door,landlord,False,False,emergency,True,2024-09-29,2024-09-29,827,VEN-0059,False
WO-000378,PROP-00045,Plumbing - water heater,landlord,False,False,routine,False,2026-01-08,2026-01-18,1986,VEN-0005,False
WO-000379,PROP-00045,Plumbing - leak,landlord,False,False,routine,False,2026-03-23,2026-03-30,895,VEN-0005,False
WO-000380,PROP-00045,Lawn maintenance,resident,True,False,routine,False,2024-12-18,2024-12-26,174,VEN-0004,True
WO-000381,PROP-00045,HVAC - not cooling,landlord,False,False,urgent,False,2024-10-08,2024-10-15,2044,VEN-0003,True
WO-000382,PROP-00045,Pest control,resident,True,False,urgent,False,2024-05-26,2024-05-27,197,VEN-0012,True
WO-000383,PROP-00045,Air filter,resident,True,False,urgent,False,2023-12-08,2023-12-11,35,VEN-0021,True
WO-000384,PROP-00045,Garage door,landlord,False,False,routine,False,2024-06-07,2024-06-11,714,VEN-0080,False
WO-000385,PROP-00046,Pool maintenance,resident,True,False,routine,False,2025-08-02,2025-08-09,605,VEN-0056,False
WO-000386,PROP-00046,Lawn maintenance,resident,True,False,routine,False,2026-03-11,2026-03-19,122,VEN-0004,True
WO-000387,PROP-00046,Electrical,landlord,False,False,urgent,False,2026-04-25,2026-04-26,1043,VEN-0002,True
WO-000388,PROP-00046,HVAC - not heating,landlord,False,True,routine,False,2025-11-22,2025-11-30,1343,VEN-0003,True
WO-000389,PROP-00046,Plumbing - leak,landlord,False,False,routine,False,2025-07-05,2025-07-12,1751,VEN-0005,True
WO-000390,PROP-00046,HVAC - not cooling,landlord,False,False,routine,False,2025-11-22,2025-12-01,1160,VEN-0003,True
WO-000391,PROP-00046,Pool maintenance,resident,True,False,routine,False,2026-02-26,2026-02-28,362,VEN-0051,True
WO-000392,PROP-00046,HVAC - not cooling,landlord,False,False,routine,False,2024-03-22,2024-03-31,2201,VEN-0003,False
WO-000393,PROP-00046,Sprinkler,resident,True,False,routine,False,2024-05-16,2024-05-23,261,VEN-0004,True
WO-000394,PROP-00046,Lawn maintenance,resident,True,False,urgent,False,2025-03-10,2025-03-19,99,VEN-0004,True
WO-000395,PROP-00047,Electrical,landlord,False,False,routine,False,2026-01-23,2026-01-30,1160,VEN-0002,True
WO-000396,PROP-00047,Air filter,resident,True,False,routine,False,2026-06-05,2026-06-10,26,VEN-0077,True
WO-000397,PROP-00047,Electrical,landlord,False,False,routine,False,2024-11-06,2024-11-08,248,VEN-0002,True
WO-000398,PROP-00047,Turn,landlord,False,False,routine,False,2026-08-31,2026-09-04,4469,VEN-0024,True
WO-000399,PROP-00047,HVAC - not heating,landlord,False,False,emergency,True,2025-02-21,2025-02-21,2636,VEN-0003,True
WO-000400,PROP-00048,Pool maintenance,resident,True,False,urgent,False,2025-06-25,2025-06-25,541,VEN-0030,False
WO-000401,PROP-00048,Pool maintenance,resident,True,False,routine,False,2024-05-28,2024-05-30,335,VEN-0002,True
WO-000402,PROP-00048,Lawn maintenance,resident,True,False,routine,False,2026-06-01,2026-06-11,137,VEN-0004,True
WO-000403,PROP-00048,Lawn maintenance,resident,True,False,urgent,False,2025-06-23,2025-06-27,371,VEN-0004,False
